metric,value
train_accuracy,0.9358024691358025
train_balanced_accuracy,0.9348053966061562
train_macro_f1,0.9350356902689263
train_macro_precision,0.9352777777777778
train_macro_recall,0.9348053966061562
train_brier,0.15218508592349866
train_ece_10,0.15048521181735458
train_nll,0.28615522064992177
train_roc_auc,0.9821860201262824
val_accuracy,0.7777777777777778
val_balanced_accuracy,0.7747267834587293
val_macro_f1,0.7741971454058876
val_macro_precision,0.7887445887445887
val_macro_recall,0.7747267834587293
val_brier,0.30807698001006883
val_ece_10,0.05379191269404499
val_nll,0.47122261193642767
val_roc_auc,0.8734142457026746
test_accuracy,0.7194444444444444
test_balanced_accuracy,0.7203049759229534
test_macro_f1,0.7180849001744525
test_macro_precision,0.7253481102585961
test_macro_recall,0.7203049759229534
test_brier,0.3498260135024698
test_ece_10,0.027260350649019424
test_nll,0.5206657554991821
test_roc_auc,0.8251944684528955
test_quantum_kernel_alignment,0.06955043415774603
test_quantum_kernel_effective_rank,116.81111638915063
test_quantum_kernel_trace,256.0000305175781
test_quantum_kernel_mean_offdiag,0.07913123816251755
test_quantum_kernel_sample_n,256.0
test_quantum_kernel_sample_class0_n,127.0
test_quantum_kernel_sample_class1_n,129.0
test_quantum_kernel_sampling_strategy,2.0
ood_accuracy,0.6722222222222223
ood_balanced_accuracy,0.6655505952380952
ood_macro_f1,0.6652376749464128
ood_macro_precision,0.6733766233766234
ood_macro_recall,0.6655505952380952
ood_brier,0.4188083009615773
ood_ece_10,0.07462085636923739
ood_nll,0.6054157389786471
ood_roc_auc,0.751767113095238
ood_quantum_kernel_alignment,0.0663821877775744
ood_quantum_kernel_effective_rank,122.90326695842698
ood_quantum_kernel_trace,256.00006103515625
ood_quantum_kernel_mean_offdiag,0.07640841603279114
ood_quantum_kernel_sample_n,256.0
ood_quantum_kernel_sample_class0_n,137.0
ood_quantum_kernel_sample_class1_n,119.0
ood_quantum_kernel_sampling_strategy,2.0
ood_composition_accuracy,0.5888888888888889
ood_composition_balanced_accuracy,0.5719329214474845
ood_composition_macro_f1,0.5717592592592593
ood_composition_macro_precision,0.5753533218861444
ood_composition_macro_recall,0.5719329214474845
ood_composition_brier,0.5368281153643624
ood_composition_ece_10,0.15489518156989593
ood_composition_nll,0.7558986636428762
ood_composition_roc_auc,0.603959147648468
ood_composition_quantum_kernel_alignment,0.07821447304051692
ood_composition_quantum_kernel_effective_rank,88.43418784847923
ood_composition_quantum_kernel_trace,180.00003051757812
ood_composition_quantum_kernel_mean_offdiag,0.08304180204868317
ood_composition_quantum_kernel_sample_n,180.0
ood_composition_quantum_kernel_sample_class0_n,103.0
ood_composition_quantum_kernel_sample_class1_n,77.0
ood_composition_quantum_kernel_sampling_strategy,2.0
ood_depth_accuracy,0.7555555555555555
ood_depth_balanced_accuracy,0.7566366218051611
ood_depth_macro_f1,0.7536087605774017
ood_depth_macro_precision,0.7660990910254768
ood_depth_macro_recall,0.7566366218051611
ood_depth_brier,0.30078848655879226
ood_depth_ece_10,0.060625144296937494
ood_depth_nll,0.4549328143144182
ood_depth_roc_auc,0.8833189282627485
ood_depth_quantum_kernel_alignment,0.10154536409854471
ood_depth_quantum_kernel_effective_rank,103.70425536563162
ood_depth_quantum_kernel_trace,180.00003051757812
ood_depth_quantum_kernel_mean_offdiag,0.07176859676837921
ood_depth_quantum_kernel_sample_n,180.0
ood_depth_quantum_kernel_sample_class0_n,89.0
ood_depth_quantum_kernel_sample_class1_n,91.0
ood_depth_quantum_kernel_sampling_strategy,2.0
model_n_qubits,6
model_n_layers,2
model_state_dim,64
model_data_reuploading,True
model_parameter_count,686
model_single_qubit_rotation_count_proxy,24
model_two_qubit_gate_count_proxy,30
model_depth_proxy,6
model_bare_statevector_memory_gb_per_sample_complex64,4.76837158203125e-07
model_primitive_role_encoding_active,True
elapsed_seconds,5.939313875001972
