feature_set,model_name,train_sample_cap,eval_sample_cap,split,quantum_trained_balanced_accuracy_mean,quantum_untrained_balanced_accuracy_mean,best_classical_balanced_accuracy_mean,delta_quantum_minus_best_classical,delta_trained_minus_untrained_quantum,best_classical_kernel_names
latent_primitive_sequence,qfc_all_to_all,256,256,ood_composition,0.6247771623504744,0.4972423730013798,0.5184643768714446,0.1063127854790297,0.1275347893490946,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_all_to_all,256,256,ood_depth,0.7798008748348317,0.5529165140440544,0.7379857648552417,0.04181510997959,0.2268843607907773,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_all_to_all,256,256,test,0.7428662537973137,0.5569895363476464,0.6486014347529626,0.0942648190443511,0.1858767174496673,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_all_to_all,256,360,ood_composition,0.6247771623504744,0.5016968270653985,0.5187320974221838,0.1060450649282905,0.1230803352850758,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_all_to_all,256,360,ood_depth,0.7798008748348317,0.5816270666034308,0.7372964554179688,0.0425044194168628,0.1981738082314009,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_all_to_all,256,360,test,0.7414463042280659,0.5842149382732891,0.6643476399403091,0.0770986642877568,0.1572313659547768,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_all_to_all,810,256,ood_composition,0.624322213017772,0.5150328353452097,0.5197237321374754,0.1045984808802966,0.1092893776725623,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_all_to_all,810,256,ood_depth,0.7900511580159824,0.5857145658085543,0.7915098369586044,-0.001458678942622,0.204336592207428,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_all_to_all,810,256,test,0.7604269462995059,0.6011921242232628,0.7536362231561925,0.0067907231433134,0.159234822076243,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_all_to_all,810,360,ood_composition,0.624322213017772,0.4977198972057916,0.5188844464231896,0.1054377665945823,0.1266023158119804,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_all_to_all,810,360,ood_depth,0.7900511580159824,0.5861826111382699,0.7948194229881383,-0.0047682649721559,0.2038685468777125,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_all_to_all,810,360,test,0.7588338034470571,0.6031892352864364,0.7534328023419923,0.0054010011050648,0.1556445681606206,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_grammar,256,256,ood_composition,0.558858339928896,0.4932810615210544,0.5184643768714446,0.0403939630574513,0.0655772784078416,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_grammar,256,256,ood_depth,0.7492455900905217,0.5417461580221907,0.7379857648552417,0.01125982523528,0.207499432068331,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_grammar,256,256,test,0.7243544706181115,0.5693185605229489,0.6486014347529626,0.0757530358651489,0.1550359100951626,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_grammar,256,360,ood_composition,0.5632673192523844,0.4836672384388484,0.5187320974221838,0.0445352218302005,0.0796000808135359,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_grammar,256,360,ood_depth,0.7526838800678419,0.5451612024557677,0.7372964554179688,0.015387424649873,0.2075226776120742,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_grammar,256,360,test,0.7271293553198032,0.5618391726458366,0.6643476399403091,0.062781715379494,0.1652901826739665,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_grammar,810,256,ood_composition,0.5687295467262444,0.5051033784612355,0.5197237321374754,0.049005814588769,0.0636261682650088,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
