metric,value
train_accuracy,0.9679012345679012
train_balanced_accuracy,0.9678888455347998
train_macro_f1,0.9678994732221247
train_macro_precision,0.9679573170731708
train_macro_recall,0.9678888455347998
train_brier,0.08547836652978492
train_ece_10,0.11095728408670863
train_nll,0.18269842739672545
train_roc_auc,0.9946044481295421
val_accuracy,0.7777777777777778
val_balanced_accuracy,0.7793148880105403
val_macro_f1,0.7771786971830985
val_macro_precision,0.7836752899197146
val_macro_recall,0.7793148880105403
val_brier,0.3421395034241164
val_ece_10,0.07984777327941847
val_nll,0.5223989379596834
val_roc_auc,0.8364624505928854
test_accuracy,0.8027777777777778
test_balanced_accuracy,0.8045050055617353
test_macro_f1,0.8026544368007782
test_macro_precision,0.8062937062937063
test_macro_recall,0.8045050055617353
test_brier,0.2914328373276106
test_ece_10,0.040106892504969335
test_nll,0.4539794229370648
test_roc_auc,0.8719873934000743
test_quantum_kernel_alignment,0.1011421513204542
test_quantum_kernel_effective_rank,125.0868620314272
test_quantum_kernel_trace,256.00006103515625
test_quantum_kernel_mean_offdiag,0.07990927249193192
test_quantum_kernel_sample_n,256.0
test_quantum_kernel_sample_class0_n,132.0
test_quantum_kernel_sample_class1_n,124.0
test_quantum_kernel_sampling_strategy,2.0
ood_accuracy,0.7222222222222222
ood_balanced_accuracy,0.7226200765526608
ood_macro_f1,0.722007722007722
ood_macro_precision,0.7235863095238095
ood_macro_recall,0.7226200765526608
ood_brier,0.3678964846911217
ood_ece_10,0.05381116763175768
ood_nll,0.5531886667654944
ood_roc_auc,0.8047598468946783
ood_quantum_kernel_alignment,0.08025128499318451
ood_quantum_kernel_effective_rank,124.2075433373737
ood_quantum_kernel_trace,256.0000305175781
ood_quantum_kernel_mean_offdiag,0.08073060214519501
ood_quantum_kernel_sample_n,256.0
ood_quantum_kernel_sample_class0_n,129.0
ood_quantum_kernel_sample_class1_n,127.0
ood_quantum_kernel_sampling_strategy,2.0
ood_composition_accuracy,0.6888888888888889
ood_composition_balanced_accuracy,0.69625
ood_composition_macro_f1,0.6888504753673292
ood_composition_macro_precision,0.695370831259333
ood_composition_macro_recall,0.69625
ood_composition_brier,0.4573680782381179
ood_composition_ece_10,0.10175055013896975
ood_composition_nll,0.6937649150098244
ood_composition_roc_auc,0.72675
ood_composition_quantum_kernel_alignment,0.08707562181014368
ood_composition_quantum_kernel_effective_rank,91.86983228646832
ood_composition_quantum_kernel_trace,180.00003051757812
ood_composition_quantum_kernel_mean_offdiag,0.08780097961425781
ood_composition_quantum_kernel_sample_n,180.0
ood_composition_quantum_kernel_sample_class0_n,100.0
ood_composition_quantum_kernel_sample_class1_n,80.0
ood_composition_quantum_kernel_sampling_strategy,2.0
ood_depth_accuracy,0.7555555555555555
ood_depth_balanced_accuracy,0.7555998008959681
ood_depth_macro_f1,0.7544642857142858
ood_depth_macro_precision,0.7540821375556654
ood_depth_macro_recall,0.7555998008959681
ood_depth_brier,0.2784248911441254
ood_depth_ece_10,0.08202523739448996
ood_depth_nll,0.41261241852116426
ood_depth_roc_auc,0.8868840219014436
ood_depth_quantum_kernel_alignment,0.13557549483343825
ood_depth_quantum_kernel_effective_rank,102.58979533904856
ood_depth_quantum_kernel_trace,180.00001525878906
ood_depth_quantum_kernel_mean_offdiag,0.07965817302465439
ood_depth_quantum_kernel_sample_n,180.0
ood_depth_quantum_kernel_sample_class0_n,82.0
ood_depth_quantum_kernel_sample_class1_n,98.0
ood_depth_quantum_kernel_sampling_strategy,2.0
model_n_qubits,6
model_n_layers,2
model_state_dim,64
model_data_reuploading,True
model_parameter_count,686
model_single_qubit_rotation_count_proxy,24
model_two_qubit_gate_count_proxy,30
model_depth_proxy,6
model_bare_statevector_memory_gb_per_sample_complex64,4.76837158203125e-07
model_primitive_role_encoding_active,True
elapsed_seconds,7.723174041995662
