epoch,train_loss,gradient_norm,val_accuracy,val_balanced_accuracy,val_macro_f1,val_macro_precision,val_macro_recall,val_brier,val_ece_10,val_nll,val_roc_auc
1,0.7094075083732605,0.34112184190863887,0.4765625,0.47531769305962857,0.4749923477196204,0.47519037091623684,0.47531769305962857,0.5075173702540516,0.07960299264340741,0.7007058036602758,0.47605083088954053
2,0.6587879657745361,0.2577487879357309,0.4609375,0.4586999022482893,0.45692676627928425,0.45790784557907843,0.4586999022482893,0.5087163320050749,0.08772687781313775,0.7019537402742022,0.48411534701857284
3,0.6232479810714722,0.3395263065971134,0.46875,0.4657869012707722,0.46231776624660237,0.4645748987854251,0.4657869012707722,0.5107692631455545,0.09162470583179133,0.7040887300153165,0.4912023460410557
4,0.5855101943016052,0.4154510520175832,0.4921875,0.489980449657869,0.48840927258193445,0.4897882938978829,0.489980449657869,0.5126734389091203,0.08098031952467924,0.7061354197816192,0.5
5,0.5448538064956665,0.4594275592807857,0.4921875,0.489980449657869,0.48840927258193445,0.4897882938978829,0.489980449657869,0.5138982445035176,0.093704331800473,0.7075867820321248,0.5112414467253177
6,0.5042053461074829,0.4813907293018213,0.5078125,0.5061094819159335,0.5053671103477888,0.5061774153694094,0.5061094819159335,0.5137289480620094,0.08987036767670221,0.7077118945296731,0.52297165200391
7,0.4656388759613037,0.492789735451364,0.5390625,0.5373900293255132,0.5367723731828498,0.5378057820607858,0.5373900293255132,0.5121999884737687,0.07178674731530313,0.7065211403281453,0.5376344086021505
8,0.430855929851532,0.4890017528549495,0.546875,0.5454545454545454,0.5450980392156863,0.5458128078817734,0.5454545454545454,0.5119985621217672,0.07623319103958699,0.7066361780614521,0.544477028347996
9,0.40309983491897583,0.468719130929429,0.5390625,0.5378787878787878,0.5376798285889195,0.5380741832473594,0.5378787878787878,0.5109678166798683,0.09674628377677566,0.705862242420493,0.5483870967741935
10,0.38295289874076843,0.4571124657069565,0.5546875,0.553030303030303,0.5524750046003803,0.553619965406474,0.553030303030303,0.5087395246025618,0.09312334547472612,0.7037938993442605,0.5603616813294232
11,0.3660118281841278,0.44165633342896055,0.5625,0.5610948191593352,0.5607843137254902,0.5615763546798029,0.5610948191593352,0.5063219674790258,0.09558248904436197,0.7015357346796677,0.5647605083088953
12,0.3544226884841919,0.42645571421521833,0.5625,0.5610948191593352,0.5607843137254902,0.5615763546798029,0.5610948191593352,0.505134719289857,0.10490498737164035,0.7005193315413634,0.5696480938416422
13,0.3453739285469055,0.4158882842027843,0.5625,0.5610948191593352,0.5607843137254902,0.5615763546798029,0.5610948191593352,0.5057088835858288,0.11335481455398469,0.7012933786691694,0.5723362658846529
14,0.337712824344635,0.4075839075470967,0.5703125,0.5691593352883675,0.569023569023569,0.5695160894129206,0.5691593352883675,0.5069625971549017,0.11251337802241637,0.7028357735741448,0.573802541544477
15,0.3308829963207245,0.4005355562228416,0.5703125,0.5691593352883675,0.569023569023569,0.5695160894129206,0.5691593352883675,0.5087091009814707,0.11859726832701231,0.7049163456863015,0.5750244379276637
16,0.32453304529190063,0.39411844744973384,0.5625,0.5610948191593352,0.5607843137254902,0.5615763546798029,0.5610948191593352,0.5111324709288976,0.13220497304784903,0.7076901719765916,0.5777126099706744
17,0.3184502422809601,0.3879492335254505,0.5625,0.5615835777126099,0.5615365793980915,0.5617647058823529,0.5615835777126099,0.513807511105326,0.1383383729224616,0.7108159727071192,0.5789345063538612
18,0.3125133514404297,0.3818055839357496,0.5625,0.5615835777126099,0.5615365793980915,0.5617647058823529,0.5615835777126099,0.5161809108660849,0.14398610954760038,0.7137818196227208,0.5800342130987292
19,0.30666738748550415,0.37560184653197587,0.5703125,0.5696480938416422,0.5696558469344092,0.5697333007095668,0.5696480938416422,0.5182809487736111,0.14135197608001196,0.7165549227992744,0.5835777126099707
20,0.3008987009525299,0.3693451605012528,0.5703125,0.5696480938416422,0.5696558469344092,0.5697333007095668,0.5696480938416422,0.5202586136183465,0.14621457321032766,0.719247517374625,0.587487781036168
21,0.2952107787132263,0.3630729799051233,0.5703125,0.5696480938416422,0.5696558469344092,0.5697333007095668,0.5696480938416422,0.5221465664801734,0.15053034758293599,0.7218753470321605,0.5840664711632453
22,0.28961366415023804,0.356835528880416,0.578125,0.5772238514173997,0.577195987276731,0.5774509803921568,0.5772238514173997,0.5238720215008867,0.14996104515433067,0.7243551909987004,0.5833333333333334
23,0.2841193974018097,0.3506822570007034,0.578125,0.5772238514173997,0.577195987276731,0.5774509803921568,0.5772238514173997,0.525281988753362,0.15444257821952448,0.7265267298880462,0.58455522971652
24,0.27873823046684265,0.3446531134643372,0.578125,0.5772238514173997,0.577195987276731,0.5774509803921568,0.5772238514173997,0.5261444337610155,0.1548726619965579,0.7281689304189183,0.5821114369501467
25,0.27347737550735474,0.33877523518564634,0.5859375,0.5847996089931573,0.5846954392408938,0.5852370424957013,0.5847996089931573,0.5263792292901015,0.15143553834177026,0.7292187599118842,0.58088954056696
26,0.26833975315093994,0.3330618717372344,0.5859375,0.5847996089931573,0.5846954392408938,0.5852370424957013,0.5847996089931573,0.5262813900029177,0.15601016162474018,0.7299573669162693,0.5813782991202345
27,0.26332446932792664,0.3275137594630958,0.59375,0.5923753665689149,0.592156862745098,0.593103448275862,0.5923753665689149,0.5267165735852273,0.15345063922443358,0.7312724301719196,0.5801564027370478
28,0.25842738151550293,0.32212151335290434,0.59375,0.5923753665689149,0.592156862745098,0.593103448275862,0.5923753665689149,0.528812561873345,0.1583770145407548,0.7341986144047808,0.5799120234604106
29,0.2536420524120331,0.31686914220611917,0.59375,0.5923753665689149,0.592156862745098,0.593103448275862,0.5923753665689149,0.5319461733696093,0.16257025532714509,0.7382378809489465,0.5799120234604105
30,0.24896083772182465,0.3117366945636982,0.578125,0.5762463343108504,0.5755342667649226,0.5773809523809523,0.5762463343108504,0.5355206880499985,0.18211537115793974,0.7428180843910742,0.5799120234604106
31,0.24437576532363892,0.30670325289058253,0.578125,0.5762463343108504,0.5755342667649226,0.5773809523809523,0.5762463343108504,0.5393029577860647,0.1866706463907728,0.747692390543325,0.5794232649071359
32,0.23987944424152374,0.3017492216874309,0.578125,0.5762463343108504,0.5755342667649226,0.5773809523809523,0.5762463343108504,0.5431708944270134,0.1910428660838504,0.752737771859198,0.5786901270772239
33,0.23546531796455383,0.2968580185211827,0.578125,0.5762463343108504,0.5755342667649226,0.5773809523809523,0.5762463343108504,0.5470380034573092,0.19524777678344402,0.757872986122468,0.5789345063538611
34,0.23112845420837402,0.2920171433859161,0.578125,0.5762463343108504,0.5755342667649226,0.5773809523809523,0.5762463343108504,0.5508404519267931,0.19929291329859392,0.7630371209847913,0.5821114369501466
35,0.22686529159545898,0.2872189192424481,0.578125,0.5762463343108504,0.5755342667649226,0.5773809523809523,0.5762463343108504,0.554537621701879,0.20318610277918633,0.7681867231111642,0.5830889540566959
36,0.22267405688762665,0.28246047893779613,0.578125,0.5762463343108504,0.5755342667649226,0.5773809523809523,0.5762463343108504,0.5581094508951461,0.20693670104986286,0.7732938157046036,0.5830889540566959
37,0.21855428814888,0.2777432406433453,0.5859375,0.5843108504398826,0.5838802674354413,0.5852483320978503,0.5843108504398826,0.5615512688473024,0.20280576766579902,0.7783432773109407,0.5838220918866079
38,0.21450656652450562,0.2730722801887223,0.5859375,0.5843108504398826,0.5838802674354413,0.5852483320978503,0.5843108504398826,0.5648676562732818,0.2064719870004122,0.7833291029198293,0.5845552297165201
39,0.2105325311422348,0.2684554060118058,0.5859375,0.5843108504398826,0.5838802674354413,0.5852483320978503,0.5843108504398826,0.5680679999660704,0.21002508195175132,0.7882513860852058,0.5847996089931574
40,0.2066340297460556,0.2639016880715504,0.5859375,0.5843108504398826,0.5838802674354413,0.5852483320978503,0.5843108504398826,0.5711631241369184,0.21347141080163196,0.7931134832458286,0.5855327468230693
41,0.2028130739927292,0.25942066612642706,0.5859375,0.5843108504398826,0.5838802674354413,0.5852483320978503,0.5843108504398826,0.5741636189360446,0.2168161727365518,0.79792035342489,0.5862658846529814
42,0.19907142221927643,0.2550209702967181,0.5859375,0.5843108504398826,0.5838802674354413,0.5852483320978503,0.5843108504398826,0.577079023958877,0.22006377199506677,0.8026774781310175,0.586021505376344
43,0.19541025161743164,0.2507097324313164,0.5859375,0.5843108504398826,0.5838802674354413,0.5852483320978503,0.5843108504398826,0.5799178654112391,0.223218145305618,0.8073906767321797,0.5869990224828935
44,0.19183006882667542,0.24649162803016314,0.5859375,0.5843108504398826,0.5838802674354413,0.5852483320978503,0.5843108504398826,0.5826876749363118,0.2262831005161964,0.81206581952058,0.5877321603128055
45,0.18833047151565552,0.24236888763748632,0.5859375,0.5843108504398826,0.5838802674354413,0.5852483320978503,0.5843108504398826,0.5853951770162475,0.22926258210934927,0.8167087998495818,0.5879765395894427
46,0.18491043150424957,0.2383412321344809,0.5859375,0.5843108504398826,0.5838802674354413,0.5852483320978503,0.5843108504398826,0.588046214277314,0.23216045966870075,0.8213253571086641,0.5889540566959921
47,0.18156810104846954,0.2344060971241128,0.5859375,0.5843108504398826,0.5838802674354413,0.5852483320978503,0.5843108504398826,0.5906461839601141,0.23498096245564132,0.8259212289085831,0.5879765395894428
