metric,value
train_accuracy,0.9308641975308642
train_balanced_accuracy,0.9306390117431753
train_macro_f1,0.9307928913192072
train_macro_precision,0.9310492217696877
train_macro_recall,0.9306390117431753
train_brier,0.15226543260773606
train_ece_10,0.14511053407504906
train_nll,0.2869101538394629
train_roc_auc,0.9813268262925118
val_accuracy,0.7481481481481481
val_balanced_accuracy,0.7467032967032967
val_macro_f1,0.7470238095238095
val_macro_precision,0.7486708019494904
val_macro_recall,0.7467032967032967
val_brier,0.3380012226561368
val_ece_10,0.044082326861210816
val_nll,0.506020138726719
val_roc_auc,0.8281318681318682
test_accuracy,0.725
test_balanced_accuracy,0.7253281853281853
test_macro_f1,0.7249809014514896
test_macro_precision,0.7251821212495371
test_macro_recall,0.7253281853281853
test_brier,0.3582356748387143
test_ece_10,0.00915152763307683
test_nll,0.531030458509814
test_roc_auc,0.8077528957528958
test_quantum_kernel_alignment,0.09687754124418278
test_quantum_kernel_effective_rank,105.60871391503596
test_quantum_kernel_trace,256.0
test_quantum_kernel_mean_offdiag,0.08000624924898148
test_quantum_kernel_sample_n,256.0
test_quantum_kernel_sample_class0_n,132.0
test_quantum_kernel_sample_class1_n,124.0
test_quantum_kernel_sampling_strategy,2.0
ood_accuracy,0.7027777777777777
ood_balanced_accuracy,0.7
ood_macro_f1,0.70025912178724
ood_macro_precision,0.7006172839506173
ood_macro_recall,0.7
ood_brier,0.3954691816622524
ood_ece_10,0.061673663520705045
ood_nll,0.5883979487430537
ood_roc_auc,0.7650971250971251
ood_quantum_kernel_alignment,0.06837298811748861
ood_quantum_kernel_effective_rank,107.90559275495285
ood_quantum_kernel_trace,256.00006103515625
ood_quantum_kernel_mean_offdiag,0.07805076986551285
ood_quantum_kernel_sample_n,256.0
ood_quantum_kernel_sample_class0_n,139.0
ood_quantum_kernel_sample_class1_n,117.0
ood_quantum_kernel_sampling_strategy,2.0
ood_composition_accuracy,0.6222222222222222
ood_composition_balanced_accuracy,0.6225459933325102
ood_composition_macro_f1,0.6220355731225297
ood_composition_macro_precision,0.6229102167182663
ood_composition_macro_recall,0.6225459933325102
ood_composition_brier,0.45949716645594507
ood_composition_ece_10,0.09730384085328318
ood_composition_nll,0.667081081038002
ood_composition_roc_auc,0.6850228423262131
ood_composition_quantum_kernel_alignment,0.06301236944863753
ood_composition_quantum_kernel_effective_rank,76.8922315581524
ood_composition_quantum_kernel_trace,180.00003051757812
ood_composition_quantum_kernel_mean_offdiag,0.08342776447534561
ood_composition_quantum_kernel_sample_n,180.0
ood_composition_quantum_kernel_sample_class0_n,91.0
ood_composition_quantum_kernel_sample_class1_n,89.0
ood_composition_quantum_kernel_sampling_strategy,2.0
ood_depth_accuracy,0.7833333333333333
ood_depth_balanced_accuracy,0.7699898785425101
ood_depth_macro_f1,0.7737746124842899
ood_depth_macro_precision,0.7818650112270507
ood_depth_macro_recall,0.7699898785425101
ood_depth_brier,0.3314411968685599
ood_depth_ece_10,0.056240724360803525
ood_depth_nll,0.5097148164481055
ood_depth_roc_auc,0.8289473684210527
ood_depth_quantum_kernel_alignment,0.12469779792136017
ood_depth_quantum_kernel_effective_rank,87.95217051804612
ood_depth_quantum_kernel_trace,180.00003051757812
ood_depth_quantum_kernel_mean_offdiag,0.08201272785663605
ood_depth_quantum_kernel_sample_n,180.0
ood_depth_quantum_kernel_sample_class0_n,104.0
ood_depth_quantum_kernel_sample_class1_n,76.0
ood_depth_quantum_kernel_sampling_strategy,2.0
model_n_qubits,6
model_n_layers,2
model_state_dim,64
model_data_reuploading,True
model_parameter_count,686
model_single_qubit_rotation_count_proxy,24
model_two_qubit_gate_count_proxy,0
model_depth_proxy,4
model_bare_statevector_memory_gb_per_sample_complex64,4.76837158203125e-07
model_primitive_role_encoding_active,True
elapsed_seconds,4.8036254170001484
