epoch,train_loss,gradient_norm,val_accuracy,val_balanced_accuracy,val_macro_f1,val_macro_precision,val_macro_recall,val_brier,val_ece_10,val_nll,val_roc_auc
1,0.6948469373914931,0.1867575273619584,0.5518518518518518,0.5415635823849579,0.5205388984282129,0.553030303030303,0.5415635823849579,0.4915973021843228,0.010966514064445758,0.68464918574659,0.5652867117488592
2,0.6829579306237492,0.47758696389825084,0.5481481481481482,0.545274616526472,0.5445495271279244,0.5460030165912519,0.545274616526472,0.49022751026479805,0.013136020020935751,0.6832841575478564,0.5773819341360162
3,0.674335339039932,0.3151998953897236,0.5481481481481482,0.5426356589147286,0.538008415147265,0.545433241549007,0.5426356589147286,0.489170091259953,0.011196201428326346,0.6822057563989067,0.5837594150310627
4,0.6666350860654572,0.18647556466026055,0.5703703703703704,0.5642421243608775,0.5586494560622287,0.569632322269233,0.5642421243608775,0.4884931907682665,0.031473790240253395,0.6815150116731614,0.5901368959261092
5,0.6597106121204518,0.21597743767700933,0.5740740740740741,0.5687778327560613,0.5649981086874291,0.5730042016806722,0.5687778327560613,0.4878167835067403,0.03394163143662411,0.6808305946292161,0.5925009621199626
6,0.6527479944405732,0.19566533405584058,0.5703703703703704,0.5665512122711529,0.565,0.5685874553799082,0.5665512122711529,0.48712105488262053,0.029996283015282375,0.6801348481893725,0.5989334212985871
7,0.6457604480378422,0.2132765990259811,0.5962962962962963,0.5930232558139534,0.5922184811073701,0.5951417004048583,0.5930232558139534,0.4858391538114648,0.05389239082022071,0.6788353114000604,0.6027819011490462
8,0.638497316101451,0.2553212810450933,0.6037037037037037,0.6007751937984496,0.6002767208578346,0.6026085982982534,0.6007751937984496,0.4844752904729908,0.058919428320078675,0.6774534859721638,0.6094342734619825
9,0.6306917401007665,0.23205386260934183,0.6222222222222222,0.6198251690582219,0.6196973044631021,0.6212922254994713,0.6198251690582219,0.4830140648899005,0.07468694882085418,0.6759695559768786,0.6145472538347352
10,0.622422077184842,0.336432879365748,0.6444444444444445,0.6430809830117103,0.6431914542150763,0.6435862068965517,0.6430809830117103,0.48060706337457315,0.09575605236537557,0.6735210911963195,0.623783605475837
11,0.6144182467166288,0.2684556667501393,0.6222222222222222,0.6224641266699653,0.6220355731225297,0.6222222222222222,0.6224641266699653,0.47800043587216173,0.07108961419064892,0.6708657193144175,0.6336796965198747
