metric,value
train_accuracy,0.9765432098765432
train_balanced_accuracy,0.9764329268292683
train_macro_f1,0.9765328730381162
train_macro_precision,0.9767788822377212
train_macro_recall,0.9764329268292683
train_brier,0.06993940694465502
train_ece_10,0.1107188296639869
train_nll,0.1622580160638309
train_roc_auc,0.9981768292682927
val_accuracy,0.8074074074074075
val_balanced_accuracy,0.8103595646475583
val_macro_f1,0.8035154500671742
val_macro_precision,0.8012278081964492
val_macro_recall,0.8103595646475583
val_brier,0.2790812984253113
val_ece_10,0.03296425647386867
val_nll,0.4511049417379535
val_roc_auc,0.8788534959256937
test_accuracy,0.8027777777777778
test_balanced_accuracy,0.8038172227597615
test_macro_f1,0.8016621272435226
test_macro_precision,0.8010267194458189
test_macro_recall,0.8038172227597615
test_brier,0.28555362823287156
test_ece_10,0.046321694729135846
test_nll,0.45908266204011683
test_roc_auc,0.8718436905022005
test_quantum_kernel_alignment,0.10648624525083021
test_quantum_kernel_effective_rank,118.18797670215272
test_quantum_kernel_trace,256.0000305175781
test_quantum_kernel_mean_offdiag,0.07065577805042267
test_quantum_kernel_sample_n,256.0
test_quantum_kernel_sample_class0_n,142.0
test_quantum_kernel_sample_class1_n,114.0
test_quantum_kernel_sampling_strategy,2.0
ood_accuracy,0.6722222222222223
ood_balanced_accuracy,0.6745893479342957
ood_macro_f1,0.671857619577308
ood_macro_precision,0.6732954545454546
ood_macro_recall,0.6745893479342957
ood_brier,0.4504764123421425
ood_ece_10,0.12572430697746695
ood_nll,0.6810041245038542
ood_roc_auc,0.7364360378297661
ood_quantum_kernel_alignment,0.07101370850936872
ood_quantum_kernel_effective_rank,120.98209375311176
ood_quantum_kernel_trace,256.0
ood_quantum_kernel_mean_offdiag,0.06880943477153778
ood_quantum_kernel_sample_n,256.0
ood_quantum_kernel_sample_class0_n,139.0
ood_quantum_kernel_sample_class1_n,117.0
ood_quantum_kernel_sampling_strategy,2.0
ood_composition_accuracy,0.6111111111111112
ood_composition_balanced_accuracy,0.6275
ood_composition_macro_f1,0.6087442553720035
ood_composition_macro_precision,0.6355661881977672
ood_composition_macro_recall,0.6275
ood_composition_brier,0.5411841254637223
ood_composition_ece_10,0.1819297909398509
ood_composition_nll,0.8082649671667377
ood_composition_roc_auc,0.66525
ood_composition_quantum_kernel_alignment,0.07188283938105065
ood_composition_quantum_kernel_effective_rank,82.97385633139231
ood_composition_quantum_kernel_trace,180.00003051757812
ood_composition_quantum_kernel_mean_offdiag,0.07965721935033798
ood_composition_quantum_kernel_sample_n,180.0
ood_composition_quantum_kernel_sample_class0_n,100.0
ood_composition_quantum_kernel_sample_class1_n,80.0
ood_composition_quantum_kernel_sampling_strategy,2.0
ood_depth_accuracy,0.7333333333333333
ood_depth_balanced_accuracy,0.7269345238095237
ood_depth_macro_f1,0.7276509897869121
ood_depth_macro_precision,0.7376623376623377
ood_depth_macro_recall,0.7269345238095237
ood_depth_brier,0.3597686992205627
ood_depth_ece_10,0.07615848538434991
ood_depth_nll,0.5537432818409708
ood_depth_roc_auc,0.812375992063492
ood_depth_quantum_kernel_alignment,0.09849931555752008
ood_depth_quantum_kernel_effective_rank,98.9314647307909
ood_depth_quantum_kernel_trace,180.00003051757812
ood_depth_quantum_kernel_mean_offdiag,0.06840608268976212
ood_depth_quantum_kernel_sample_n,180.0
ood_depth_quantum_kernel_sample_class0_n,96.0
ood_depth_quantum_kernel_sample_class1_n,84.0
ood_depth_quantum_kernel_sampling_strategy,2.0
model_n_qubits,6
model_n_layers,2
model_state_dim,64
model_data_reuploading,True
model_parameter_count,686
model_single_qubit_rotation_count_proxy,24
model_two_qubit_gate_count_proxy,0
model_depth_proxy,4
model_bare_statevector_memory_gb_per_sample_complex64,4.76837158203125e-07
model_primitive_role_encoding_active,True
elapsed_seconds,7.641230084002018
