metric,value
train_accuracy,0.980246913580247
train_balanced_accuracy,0.9798060643373865
train_macro_f1,0.9800423791455182
train_macro_precision,0.9802910126278034
train_macro_recall,0.9798060643373865
train_brier,0.06331270757452619
train_ece_10,0.1005300961712623
train_nll,0.14886084929781326
train_roc_auc,0.9970632599661382
val_accuracy,0.8111111111111111
val_balanced_accuracy,0.8090779284968972
val_macro_f1,0.8094776893808371
val_macro_precision,0.8164642375168691
val_macro_recall,0.8090779284968972
val_brier,0.2890754017336665
val_ece_10,0.06142236130368379
val_nll,0.45260029596685347
val_roc_auc,0.8792355428634192
test_accuracy,0.7611111111111111
test_balanced_accuracy,0.7621561544873576
test_macro_f1,0.7605123920913395
test_macro_precision,0.7656998028724303
test_macro_recall,0.7621561544873576
test_brier,0.32609943767524896
test_ece_10,0.05720008967169429
test_nll,0.5104943548736023
test_roc_auc,0.8487542835972955
test_quantum_kernel_alignment,0.08814054639629237
test_quantum_kernel_effective_rank,140.9791678326529
test_quantum_kernel_trace,256.0000305175781
test_quantum_kernel_mean_offdiag,0.04994649067521095
test_quantum_kernel_sample_n,256.0
test_quantum_kernel_sample_class0_n,126.0
test_quantum_kernel_sample_class1_n,130.0
test_quantum_kernel_sampling_strategy,2.0
ood_accuracy,0.7444444444444445
ood_balanced_accuracy,0.7344449975111996
ood_macro_f1,0.7361040285568587
ood_macro_precision,0.7503987240829346
ood_macro_recall,0.7344449975111996
ood_brier,0.3703685600520995
ood_ece_10,0.08434062689806046
ood_nll,0.5835731037579185
ood_roc_auc,0.8139932802389249
ood_quantum_kernel_alignment,0.09236389024577313
ood_quantum_kernel_effective_rank,139.13278133126076
ood_quantum_kernel_trace,256.0000305175781
ood_quantum_kernel_mean_offdiag,0.04809435084462166
ood_quantum_kernel_sample_n,256.0
ood_quantum_kernel_sample_class0_n,139.0
ood_quantum_kernel_sample_class1_n,117.0
ood_quantum_kernel_sampling_strategy,2.0
ood_composition_accuracy,0.6444444444444445
ood_composition_balanced_accuracy,0.6000000000000001
ood_composition_macro_f1,0.6
ood_composition_macro_precision,0.6184615384615385
ood_composition_macro_recall,0.6000000000000001
ood_composition_brier,0.48181843168092037
ood_composition_ece_10,0.17425808614207347
ood_composition_nll,0.7487786676963034
ood_composition_roc_auc,0.7054545454545454
ood_composition_quantum_kernel_alignment,0.1053305562108161
ood_composition_quantum_kernel_effective_rank,94.29725305164335
ood_composition_quantum_kernel_trace,180.00003051757812
ood_composition_quantum_kernel_mean_offdiag,0.05542721226811409
ood_composition_quantum_kernel_sample_n,180.0
ood_composition_quantum_kernel_sample_class0_n,110.0
ood_composition_quantum_kernel_sample_class1_n,70.0
ood_composition_quantum_kernel_sampling_strategy,2.0
ood_depth_accuracy,0.8444444444444444
ood_depth_balanced_accuracy,0.847105393369619
ood_depth_macro_f1,0.8443675889328064
ood_depth_macro_precision,0.8491786958685914
ood_depth_macro_recall,0.847105393369619
ood_depth_brier,0.25891868842327864
ood_depth_ece_10,0.052384917630843346
ood_depth_nll,0.4183675398195335
ood_depth_roc_auc,0.8991835724888668
ood_depth_quantum_kernel_alignment,0.15018367458972787
ood_depth_quantum_kernel_effective_rank,117.22129587879384
ood_depth_quantum_kernel_trace,180.00001525878906
ood_depth_quantum_kernel_mean_offdiag,0.044306278228759766
ood_depth_quantum_kernel_sample_n,180.0
ood_depth_quantum_kernel_sample_class0_n,86.0
ood_depth_quantum_kernel_sample_class1_n,94.0
ood_depth_quantum_kernel_sampling_strategy,2.0
model_n_qubits,6
model_n_layers,2
model_state_dim,64
model_data_reuploading,True
model_parameter_count,686
model_single_qubit_rotation_count_proxy,24
model_two_qubit_gate_count_proxy,0
model_depth_proxy,4
model_bare_statevector_memory_gb_per_sample_complex64,4.76837158203125e-07
model_primitive_role_encoding_active,True
elapsed_seconds,6.766192334005609
