metric,value
train_accuracy,0.9839506172839506
train_balanced_accuracy,0.9836693858704018
train_macro_f1,0.9837885023070208
train_macro_precision,0.9839107081259547
train_macro_recall,0.9836693858704018
train_brier,0.06332107761032886
train_ece_10,0.1084125217534283
train_nll,0.14960372086562848
train_roc_auc,0.9985408650146221
val_accuracy,0.8444444444444444
val_balanced_accuracy,0.842550387171179
val_macro_f1,0.8432055749128919
val_macro_precision,0.849929873772791
val_macro_recall,0.842550387171179
val_brier,0.24777099283157347
val_ece_10,0.031167928233229458
val_nll,0.4001344938281685
val_roc_auc,0.9061453127574276
test_accuracy,0.8083333333333333
test_balanced_accuracy,0.808789478558859
test_macro_f1,0.8082963534632452
test_macro_precision,0.8093146956952004
test_macro_recall,0.808789478558859
test_brier,0.27377378524936025
test_ece_10,0.04208611870622421
test_nll,0.4384545834209507
test_roc_auc,0.8865116853446946
test_quantum_kernel_alignment,0.09293295957289092
test_quantum_kernel_effective_rank,130.23678325628447
test_quantum_kernel_trace,256.0
test_quantum_kernel_mean_offdiag,0.061745498329401016
test_quantum_kernel_sample_n,256.0
test_quantum_kernel_sample_class0_n,126.0
test_quantum_kernel_sample_class1_n,130.0
test_quantum_kernel_sampling_strategy,2.0
ood_accuracy,0.7611111111111111
ood_balanced_accuracy,0.7527376804380289
ood_macro_f1,0.7547450806426059
ood_macro_precision,0.7651782216999609
ood_macro_recall,0.7527376804380289
ood_brier,0.33126909375182456
ood_ece_10,0.05033522922409682
ood_nll,0.5087738037800472
ood_roc_auc,0.8431122448979592
ood_quantum_kernel_alignment,0.09093668836005322
ood_quantum_kernel_effective_rank,128.40515718608603
ood_quantum_kernel_trace,256.0
ood_quantum_kernel_mean_offdiag,0.0606127567589283
ood_quantum_kernel_sample_n,256.0
ood_quantum_kernel_sample_class0_n,139.0
ood_quantum_kernel_sample_class1_n,117.0
ood_quantum_kernel_sampling_strategy,2.0
ood_composition_accuracy,0.6888888888888889
ood_composition_balanced_accuracy,0.6545454545454545
ood_composition_macro_f1,0.6581196581196581
ood_composition_macro_precision,0.6713709677419355
ood_composition_macro_recall,0.6545454545454545
ood_composition_brier,0.42015646770793813
ood_composition_ece_10,0.08922904118577217
ood_composition_nll,0.6306668562083593
ood_composition_roc_auc,0.7318181818181818
ood_composition_quantum_kernel_alignment,0.10877716377114978
ood_composition_quantum_kernel_effective_rank,85.41236725290415
ood_composition_quantum_kernel_trace,180.00003051757812
ood_composition_quantum_kernel_mean_offdiag,0.07277224212884903
ood_composition_quantum_kernel_sample_n,180.0
ood_composition_quantum_kernel_sample_class0_n,110.0
ood_composition_quantum_kernel_sample_class1_n,70.0
ood_composition_quantum_kernel_sampling_strategy,2.0
ood_depth_accuracy,0.8333333333333334
ood_depth_balanced_accuracy,0.8359722909450766
ood_depth_macro_f1,0.8332509881422925
ood_depth_macro_precision,0.837979094076655
ood_depth_macro_recall,0.8359722909450766
ood_depth_brier,0.2423817197957111
ood_depth_ece_10,0.019259327981034573
ood_depth_nll,0.3868807513517353
ood_depth_roc_auc,0.9181098466105889
ood_depth_quantum_kernel_alignment,0.15689983662797005
ood_depth_quantum_kernel_effective_rank,110.8547704655918
ood_depth_quantum_kernel_trace,180.00003051757812
ood_depth_quantum_kernel_mean_offdiag,0.055342648178339005
ood_depth_quantum_kernel_sample_n,180.0
ood_depth_quantum_kernel_sample_class0_n,86.0
ood_depth_quantum_kernel_sample_class1_n,94.0
ood_depth_quantum_kernel_sampling_strategy,2.0
model_n_qubits,6
model_n_layers,2
model_state_dim,64
model_data_reuploading,True
model_parameter_count,686
model_single_qubit_rotation_count_proxy,24
model_two_qubit_gate_count_proxy,10
model_depth_proxy,6
model_bare_statevector_memory_gb_per_sample_complex64,4.76837158203125e-07
model_primitive_role_encoding_active,True
elapsed_seconds,7.220687624998391
