split,local_index,y_true
ood,0,1
ood,1,0
ood,4,0
ood,5,0
ood,8,0
ood,10,0
ood,11,0
ood,12,0
ood,14,1
ood,15,0
ood,17,0
ood,18,0
ood,19,1
ood,20,1
ood,21,0
ood,22,0
ood,23,1
ood,25,0
ood,26,0
ood,27,1
ood,28,0
ood,30,0
ood,31,1
ood,33,0
ood,35,0
ood,37,0
ood,38,0
ood,39,1
ood,41,0
ood,42,0
ood,43,1
ood,44,1
ood,45,0
ood,48,0
ood,49,1
ood,50,0
ood,51,1
ood,52,0
ood,57,1
ood,59,1
ood,61,1
ood,63,1
ood,65,0
ood,66,1
ood,67,0
ood,68,0
ood,69,0
ood,70,0
ood,72,0
ood,73,0
ood,75,0
ood,76,0
ood,79,1
ood,80,0
ood,82,0
ood,84,1
ood,86,0
ood,87,0
ood,88,1
ood,89,0
ood,90,0
ood,91,1
ood,93,1
ood,94,0
ood,95,0
ood,96,0
ood,97,1
ood,98,0
ood,99,0
ood,100,1
ood,102,0
ood,103,0
ood,106,0
ood,107,0
ood,109,1
ood,110,0
ood,111,1
ood,112,1
ood,113,0
ood,114,0
ood,115,1
ood,116,0
ood,117,1
ood,118,0
ood,119,0
ood,121,1
ood,124,1
ood,126,0
ood,127,1
ood,128,0
ood,129,0
ood,131,0
ood,134,1
ood,135,1
ood,137,1
ood,139,1
ood,140,1
ood,142,0
ood,143,0
ood,145,0
ood,146,1
ood,147,1
ood,148,0
ood,149,0
ood,150,0
ood,151,0
ood,152,0
ood,153,0
ood,154,0
ood,155,1
ood,156,0
ood,157,1
ood,158,0
ood,159,0
ood,160,0
ood,161,0
ood,162,0
ood,163,0
ood,164,1
ood,165,1
ood,166,1
ood,167,0
ood,168,0
ood,169,0
ood,170,1
ood,171,0
ood,172,0
ood,173,1
ood,174,1
ood,176,1
ood,179,0
ood,181,0
ood,182,0
ood,183,1
ood,184,1
ood,185,1
ood,186,0
ood,187,1
ood,188,0
ood,189,1
ood,191,1
ood,193,1
ood,194,1
ood,197,0
ood,199,1
ood,200,0
ood,201,1
ood,202,0
ood,203,0
ood,204,0
ood,205,1
ood,207,0
ood,208,1
ood,209,1
ood,213,1
ood,214,1
ood,215,1
ood,216,1
ood,217,0
ood,218,0
ood,219,1
ood,221,1
ood,223,1
ood,224,0
ood,225,1
ood,227,0
ood,228,0
ood,229,0
ood,231,0
ood,232,1
ood,237,1
ood,238,1
ood,239,0
ood,241,1
ood,242,1
ood,244,1
ood,245,1
ood,246,1
ood,248,1
ood,249,0
ood,250,1
ood,251,0
ood,253,1
ood,254,1
ood,255,0
ood,256,1
ood,257,0
ood,258,0
ood,259,0
ood,261,0
ood,262,0
ood,264,1
ood,265,1
ood,266,1
ood,268,0
ood,269,0
ood,272,0
ood,274,0
ood,277,0
ood,278,1
ood,279,0
ood,281,1
ood,283,0
ood,285,1
ood,286,0
ood,287,0
ood,288,0
ood,289,1
ood,290,1
ood,291,1
ood,292,0
ood,295,1
ood,296,1
ood,297,1
ood,299,0
ood,300,0
ood,303,0
ood,305,0
ood,308,0
ood,310,1
ood,312,1
ood,313,0
ood,314,1
ood,315,1
ood,316,0
ood,319,0
ood,320,1
ood,321,1
ood,322,0
ood,323,1
ood,324,1
ood,325,1
ood,327,1
ood,328,1
ood,329,1
ood,330,0
ood,332,1
ood,334,1
ood,336,1
ood,337,1
ood,338,1
ood,340,1
ood,341,0
ood,343,0
ood,344,0
ood,345,1
ood,347,0
ood,349,0
ood,350,0
ood,351,0
ood,353,1
ood,354,1
ood,356,1
ood,357,1
ood,358,0
ood,359,0
