metric,value
train_accuracy,0.9950617283950617
train_balanced_accuracy,0.9947402821625888
train_macro_f1,0.9950027454053021
train_macro_precision,0.9952777777777777
train_macro_recall,0.9947402821625888
train_brier,0.05201870943193823
train_ece_10,0.1528384307880817
train_nll,0.1709683008537607
train_roc_auc,0.9999691692975533
val_accuracy,0.8074074074074075
val_balanced_accuracy,0.8048217914218243
val_macro_f1,0.8049999999999999
val_macro_precision,0.8162858282523221
val_macro_recall,0.8048217914218243
val_brier,0.3037463246784553
val_ece_10,0.057389491769950514
val_nll,0.47664920842306185
val_roc_auc,0.8679224559283871
test_accuracy,0.7277777777777777
test_balanced_accuracy,0.7284232621311273
test_macro_f1,0.7270955165692008
test_macro_precision,0.73125
test_macro_recall,0.7284232621311273
test_brier,0.3712067877515469
test_ece_10,0.043877977457445344
test_nll,0.5628302218426863
test_roc_auc,0.7982158291147056
ood_accuracy,0.6777777777777778
ood_balanced_accuracy,0.6741071428571428
ood_macro_f1,0.6745230078563411
ood_macro_precision,0.6764705882352942
ood_macro_recall,0.6741071428571428
ood_brier,0.40404857701896035
ood_ece_10,0.04951050510239797
ood_nll,0.5911542129884619
ood_roc_auc,0.7575024801587302
ood_composition_accuracy,0.5444444444444444
ood_composition_balanced_accuracy,0.5363762451141092
ood_composition_macro_f1,0.5361990950226244
ood_composition_macro_precision,0.5361574132096754
ood_composition_macro_recall,0.5363762451141092
ood_composition_brier,0.5254133217089418
ood_composition_ece_10,0.13204752769999414
ood_composition_nll,0.7301268784752074
ood_composition_roc_auc,0.5696633463623754
ood_depth_accuracy,0.8111111111111111
ood_depth_balanced_accuracy,0.8119520928509693
ood_depth_macro_f1,0.8102678571428572
ood_depth_macro_precision,0.818560080696003
ood_depth_macro_recall,0.8119520928509693
ood_depth_brier,0.2826838323289789
ood_depth_ece_10,0.07956324625892401
ood_depth_nll,0.45218154750171685
ood_depth_roc_auc,0.8872700333374491
model_parameter_count,0
model_sklearn_baseline,True
model_direct_label_evaluation,True
model_input_dim,49
elapsed_seconds,0.4460293340089265
