metric,value
train_accuracy,1.0
train_balanced_accuracy,1.0
train_macro_f1,1.0
train_macro_precision,1.0
train_macro_recall,1.0
train_brier,2.0000000100495182e-16
train_ece_10,1.0000000161269895e-08
train_nll,9.999999878202987e-09
train_roc_auc,1.0
val_accuracy,0.8518518518518519
val_balanced_accuracy,0.8493052885935526
val_macro_f1,0.8500000000000001
val_macro_precision,0.8624423044048094
val_macro_recall,0.8493052885935526
val_brier,0.24505117102478244
val_ece_10,0.08017037016903908
val_nll,0.390666301816054
val_roc_auc,0.9209456861991323
test_accuracy,0.7805555555555556
test_balanced_accuracy,0.7809914804296827
test_macro_f1,0.7803504815452699
test_macro_precision,0.782429958735379
test_macro_recall,0.7809914804296827
test_brier,0.3027614226179823
test_ece_10,0.0558333340889413
test_nll,0.46532076214219353
test_roc_auc,0.8660791455735276
ood_accuracy,0.7083333333333334
ood_balanced_accuracy,0.7061011904761905
ood_macro_f1,0.7064282885079878
ood_macro_precision,0.7070318582417241
ood_macro_recall,0.7061011904761905
ood_brier,0.37843955581301636
ood_ece_10,0.02181111132951345
ood_nll,0.553940919271499
ood_roc_auc,0.7830636160714286
ood_composition_accuracy,0.5666666666666667
ood_composition_balanced_accuracy,0.5623502710881352
ood_composition_macro_f1,0.56125
ood_composition_macro_precision,0.5614209414979505
ood_composition_macro_recall,0.5623502710881352
ood_composition_brier,0.5137273780188217
ood_composition_ece_10,0.09295555484626024
ood_composition_nll,0.7167234918524011
ood_composition_roc_auc,0.5907830034043626
ood_depth_accuracy,0.85
ood_depth_balanced_accuracy,0.8506605753796765
ood_depth_macro_f1,0.849624060150376
ood_depth_macro_precision,0.855
ood_depth_macro_recall,0.8506605753796765
ood_depth_brier,0.24315173360721087
ood_depth_ece_10,0.08217777815911695
ood_depth_nll,0.39115834669059696
ood_depth_roc_auc,0.9244351154463515
model_parameter_count,0
model_sklearn_baseline,True
model_direct_label_evaluation,True
model_input_dim,49
elapsed_seconds,1.2415333750104764
