feature_set,model_name,train_sample_cap,eval_sample_cap,split,quantum_trained_balanced_accuracy_mean,quantum_untrained_balanced_accuracy_mean,best_classical_balanced_accuracy_mean,delta_quantum_minus_best_classical,delta_trained_minus_untrained_quantum,best_classical_kernel_names
latent_primitive_sequence,qfc_all_to_all,256,256,ood_composition,0.6247771623504744,0.4972423730013798,0.5184643768714446,0.10631278547902978,0.12753478934909462,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_all_to_all,256,256,ood_depth,0.7798008748348317,0.5529165140440544,0.7379857648552417,0.04181510997959004,0.22688436079077734,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_all_to_all,256,256,test,0.7428662537973137,0.5569895363476464,0.6486014347529626,0.09426481904435113,0.18587671744966738,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_all_to_all,256,360,ood_composition,0.6247771623504744,0.5016968270653985,0.5187320974221838,0.10604506492829058,0.12308033528507589,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_all_to_all,256,360,ood_depth,0.7798008748348317,0.5816270666034308,0.7372964554179688,0.04250441941686289,0.19817380823140096,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_all_to_all,256,360,test,0.7414463042280659,0.5842149382732891,0.6643476399403091,0.0770986642877568,0.15723136595477682,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_all_to_all,810,256,ood_composition,0.624322213017772,0.5150328353452097,0.5197237321374754,0.10459848088029666,0.1092893776725623,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_all_to_all,810,256,ood_depth,0.7900511580159824,0.5857145658085543,0.7915098369586044,-0.0014586789426220825,0.20433659220742806,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_all_to_all,810,256,test,0.7604269462995059,0.6011921242232628,0.7536362231561925,0.006790723143313415,0.15923482207624307,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_all_to_all,810,360,ood_composition,0.624322213017772,0.49771989720579163,0.5188844464231896,0.10543776659458237,0.1266023158119804,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_all_to_all,810,360,ood_depth,0.7900511580159824,0.5861826111382699,0.7948194229881383,-0.004768264972155989,0.2038685468777125,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_all_to_all,810,360,test,0.7588338034470571,0.6031892352864364,0.7534328023419923,0.005401001105064807,0.15564456816062067,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_grammar,256,256,ood_composition,0.558858339928896,0.4932810615210544,0.5184643768714446,0.040393963057451354,0.06557727840784161,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_grammar,256,256,ood_depth,0.7492455900905217,0.5417461580221907,0.7379857648552417,0.011259825235280019,0.207499432068331,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_grammar,256,256,test,0.7243544706181115,0.5693185605229489,0.6486014347529626,0.07575303586514892,0.1550359100951626,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_grammar,256,360,ood_composition,0.5632673192523844,0.4836672384388484,0.5187320974221838,0.04453522183020053,0.07960008081353598,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_grammar,256,360,ood_depth,0.7526838800678419,0.5451612024557677,0.7372964554179688,0.015387424649873083,0.2075226776120742,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_grammar,256,360,test,0.7271293553198032,0.5618391726458366,0.6643476399403091,0.06278171537949406,0.16529018267396656,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_grammar,810,256,ood_composition,0.5687295467262444,0.5051033784612355,0.5197237321374754,0.04900581458876907,0.06362616826500889,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_grammar,810,256,ood_depth,0.7568984123817997,0.5728773675835945,0.7915098369586044,-0.03461142457680477,0.18402104479820514,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_grammar,810,256,test,0.7431842846902029,0.5933208055037705,0.7536362231561925,-0.010451938465989574,0.1498634791864324,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_grammar,810,360,ood_composition,0.5675402754711838,0.5050951170573262,0.5188844464231896,0.04865582904799415,0.06244515841385756,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_grammar,810,360,ood_depth,0.7573430764134202,0.5717273033754897,0.7948194229881383,-0.0374763465747181,0.18561577303793053,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_grammar,810,360,test,0.7367126585608358,0.5869361744474821,0.7534328023419923,-0.016720143781156493,0.14977648411335365,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_linear_chain,256,256,ood_composition,0.5944053490752211,0.5014929850260385,0.5184643768714446,0.07594097220377649,0.09291236404918268,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_linear_chain,256,256,ood_depth,0.7602707406498457,0.5741572748964575,0.7379857648552417,0.02228497579460398,0.18611346575338816,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_linear_chain,256,256,test,0.7473566973442243,0.5559735112886758,0.6486014347529626,0.09875526259126166,0.1913831860555485,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_linear_chain,256,360,ood_composition,0.5933187951796784,0.510249219981846,0.5187320974221838,0.0745866977574946,0.08306957519783242,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_linear_chain,256,360,ood_depth,0.7597899714190766,0.5374947664915989,0.7372964554179688,0.022493516001107716,0.22229520492747767,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_linear_chain,256,360,test,0.7405595005095826,0.5547085441722011,0.6643476399403091,0.07621186056927354,0.18585095633738158,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_linear_chain,810,256,ood_composition,0.6115489193274397,0.5022078422959478,0.5197237321374754,0.09182518718996435,0.10934107703149187,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_linear_chain,810,256,ood_depth,0.7740637412014215,0.5770243584013672,0.7915098369586044,-0.017446095757182922,0.19703938280005429,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_linear_chain,810,256,test,0.7682855763173968,0.5984056792089639,0.7536362231561925,0.014649353161204304,0.16987989710843288,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_linear_chain,810,360,ood_composition,0.6161739193274397,0.50442303762061,0.5188844464231896,0.09728947290425005,0.11175088170682967,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_linear_chain,810,360,ood_depth,0.7795696935823739,0.5984671836395832,0.7948194229881383,-0.015249729405764412,0.18110250994279076,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_linear_chain,810,360,test,0.7668946208403804,0.597803549839144,0.7534328023419923,0.013461818498388123,0.16909107100123644,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_no_entanglement,256,256,ood_composition,0.5819407365686053,0.4966966515592513,0.5184643768714446,0.0634763596971607,0.08524408500935404,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_no_entanglement,256,256,ood_depth,0.746396722904325,0.5389015928234167,0.7379857648552417,0.008410958049083317,0.20749513008090836,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_no_entanglement,256,256,test,0.7310808673876708,0.5328613814112206,0.6486014347529626,0.08247943263470814,0.19821948597645012,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x2;rbf_gamma_x8
latent_primitive_sequence,qfc_no_entanglement,256,360,ood_composition,0.5881696927975615,0.49720394235850385,0.5187320974221838,0.06943759537537764,0.09096575043905764,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_no_entanglement,256,360,ood_depth,0.7505700776394775,0.5600004232139792,0.7372964554179688,0.01327362222150863,0.19056965442549822,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_no_entanglement,256,360,test,0.7351782333615341,0.5506697856487477,0.6643476399403091,0.070830593421225,0.1845084477127864,laplacian_gamma_x0.5;laplacian_gamma_x1;laplacian_gamma_x2;laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x0.25;rbf_gamma_x0.5;rbf_gamma_x8
latent_primitive_sequence,qfc_no_entanglement,810,256,ood_composition,0.5919574370391498,0.5158301413407074,0.5197237321374754,0.07223370490167447,0.07612729569844245,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_no_entanglement,810,256,ood_depth,0.7720157625209672,0.5601797424743025,0.7915098369586044,-0.019494074437637288,0.21183602004666469,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_no_entanglement,810,256,test,0.745505885298703,0.5760508781617617,0.7536362231561925,-0.008130337857489511,0.16945500713694128,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_no_entanglement,810,360,ood_composition,0.5856723640874101,0.523513745996626,0.5188844464231896,0.06678791766422043,0.062158618090784046,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_no_entanglement,810,360,ood_depth,0.7720034153176087,0.5560249438720157,0.7948194229881383,-0.022816007670529603,0.215978471445593,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
latent_primitive_sequence,qfc_no_entanglement,810,360,test,0.7432741826161031,0.566284443241776,0.7534328023419923,-0.010158619725889162,0.17698973937432716,laplacian_gamma_x4;laplacian_gamma_x8;rbf_gamma_x4
