split,local_index,y_true
ood_depth,0,0
ood_depth,1,1
ood_depth,2,1
ood_depth,3,1
ood_depth,4,0
ood_depth,5,1
ood_depth,6,1
ood_depth,7,1
ood_depth,8,1
ood_depth,9,0
ood_depth,10,0
ood_depth,11,0
ood_depth,12,0
ood_depth,13,1
ood_depth,14,1
ood_depth,15,0
ood_depth,16,0
ood_depth,17,0
ood_depth,18,1
ood_depth,19,1
ood_depth,20,1
ood_depth,21,1
ood_depth,22,0
ood_depth,23,1
ood_depth,24,1
ood_depth,25,0
ood_depth,26,1
ood_depth,27,1
ood_depth,28,0
ood_depth,29,1
ood_depth,30,0
ood_depth,31,1
ood_depth,32,0
ood_depth,33,0
ood_depth,34,0
ood_depth,35,1
ood_depth,36,0
ood_depth,37,1
ood_depth,38,0
ood_depth,39,0
ood_depth,40,1
ood_depth,41,1
ood_depth,42,0
ood_depth,43,1
ood_depth,44,0
ood_depth,45,1
ood_depth,46,1
ood_depth,47,1
ood_depth,48,0
ood_depth,49,1
ood_depth,50,0
ood_depth,51,1
ood_depth,52,0
ood_depth,53,0
ood_depth,54,0
ood_depth,55,1
ood_depth,56,1
ood_depth,57,0
ood_depth,58,0
ood_depth,59,0
ood_depth,60,1
ood_depth,61,0
ood_depth,62,1
ood_depth,63,1
ood_depth,64,0
ood_depth,65,0
ood_depth,66,1
ood_depth,67,0
ood_depth,68,0
ood_depth,69,0
ood_depth,70,0
ood_depth,71,0
ood_depth,72,0
ood_depth,73,0
ood_depth,74,1
ood_depth,75,1
ood_depth,76,1
ood_depth,77,0
ood_depth,78,0
ood_depth,79,1
ood_depth,80,0
ood_depth,81,0
ood_depth,82,1
ood_depth,83,0
ood_depth,84,0
ood_depth,85,1
ood_depth,86,0
ood_depth,87,1
ood_depth,88,0
ood_depth,89,1
ood_depth,90,1
ood_depth,91,1
ood_depth,92,1
ood_depth,93,1
ood_depth,94,1
ood_depth,95,1
ood_depth,96,1
ood_depth,97,0
ood_depth,98,1
ood_depth,99,0
ood_depth,100,0
ood_depth,101,1
ood_depth,102,1
ood_depth,103,0
ood_depth,104,1
ood_depth,105,1
ood_depth,106,1
ood_depth,107,0
ood_depth,108,0
ood_depth,109,0
ood_depth,110,1
ood_depth,111,0
ood_depth,112,0
ood_depth,113,1
ood_depth,114,0
ood_depth,115,1
ood_depth,116,0
ood_depth,117,1
ood_depth,118,0
ood_depth,119,1
ood_depth,120,0
ood_depth,121,1
ood_depth,122,1
ood_depth,123,0
ood_depth,124,0
ood_depth,125,1
ood_depth,126,1
ood_depth,127,1
ood_depth,128,0
ood_depth,129,1
ood_depth,130,1
ood_depth,131,1
ood_depth,132,0
ood_depth,133,1
ood_depth,134,1
ood_depth,135,1
ood_depth,136,0
ood_depth,137,1
ood_depth,138,0
ood_depth,139,1
ood_depth,140,0
ood_depth,141,0
ood_depth,142,0
ood_depth,143,0
ood_depth,144,0
ood_depth,145,1
ood_depth,146,0
ood_depth,147,1
ood_depth,148,0
ood_depth,149,0
ood_depth,150,1
ood_depth,151,0
ood_depth,152,1
ood_depth,153,0
ood_depth,154,0
ood_depth,155,1
ood_depth,156,1
ood_depth,157,1
ood_depth,158,1
ood_depth,159,0
ood_depth,160,1
ood_depth,161,1
ood_depth,162,0
ood_depth,163,0
ood_depth,164,1
ood_depth,165,0
ood_depth,166,1
ood_depth,167,0
ood_depth,168,0
ood_depth,169,0
ood_depth,170,0
ood_depth,171,1
ood_depth,172,0
ood_depth,173,0
ood_depth,174,1
ood_depth,175,0
ood_depth,176,1
ood_depth,177,1
ood_depth,178,0
ood_depth,179,1
