seed,topology,kernel,C,centered_kernel_target_alignment,effective_rank_entropy,stable_rank,dominant_eigenvalue_fraction,condition_number_positive_spectrum,positive_eigenvalue_count,within_class_similarity_mean,between_class_similarity_mean,within_minus_between_similarity,support_vector_fraction,signed_margin_mean,signed_margin_q05,signed_margin_q25,signed_margin_median,signed_margin_q75,signed_margin_q95
11,qfc_all_to_all,frozen_trained_qfc,10.0,0.1794309778854412,81.87999646559285,7.3455785710627435,0.04854434804814681,61.55816534992052,127,0.10669562777794508,0.07756199583578378,0.0291336319421613,0.71875,1.0737392299582544,0.9996690464667302,0.9998668258339712,1.0001061339704418,1.0633063049620586,1.4153716235917213
11,qfc_all_to_all,selected_learned_classical,1.0,0.8706175664767117,4.869550247723048,1.0972740861890486,0.5890938346888435,374360.3694980121,127,0.6541147129529726,-0.13393905624142008,0.7880537691943927,0.0859375,1.4529070678653866,0.9998328402922951,1.294355061765682,1.463580382783975,1.6529245719798293,1.831307477001951
11,qfc_all_to_all,selected_tensor_train,10.0,0.07868584542352211,20.31346858058825,1.8440279728926519,0.23331784350096493,15295.500296793947,127,0.41633667190652357,0.3963864004966146,0.01995027140990896,0.7578125,0.7797003666623299,-0.5617910457064303,0.4255009455913075,0.9997545721640886,1.0004213328898417,1.8548886920701264
11,qfc_all_to_all,exact_initial_qfc,10.0,0.05762058762739706,78.72960495156194,6.575441405878468,0.05320417524662349,66.32522619494675,127,0.1173477371682074,0.11698484757786562,0.0003628895903417806,0.921875,1.0462800830086658,0.9995543950034343,0.9997278435364068,0.9999524406517747,1.000174219001886,1.3012114254078746
11,qfc_all_to_all,new_trained_qfc,10.0,0.1794309778854412,81.87999646559285,7.3455785710627435,0.04854434804814681,61.55816534992052,127,0.10669562777794508,0.07756199583578378,0.0291336319421613,0.71875,1.0737392299582544,0.9996690464667302,0.9998668258339712,1.0001061339704418,1.0633063049620586,1.4153716235917213
11,qfc_all_to_all,label_shuffled_qfc,1.0,0.05797333999182359,80.8151132398654,6.505962912943508,0.05245020188077571,64.17735767162723,127,0.1136938537221364,0.11351335322944966,0.00018050049268673873,0.96875,0.6211755886469852,-0.12735404332913922,0.3819352234025998,0.6844517098673952,0.9997995025830184,1.0004324591043943
11,qfc_random_01,frozen_trained_qfc,10.0,0.1964641596522363,84.877367571489,7.051689903811241,0.04836812495293235,54.81306170580685,127,0.08914679016931507,0.05732997865539577,0.031816811513919296,0.703125,1.084918917978764,0.9996585231552468,0.9998865817574539,1.0000885844484588,1.0475411045895902,1.5060721332014266
11,qfc_random_01,selected_learned_classical,1.0,0.8706175664767117,4.869550247723048,1.0972740861890486,0.5890938346888435,374360.3694980121,127,0.6541147129529726,-0.13393905624142008,0.7880537691943927,0.0859375,1.4529070678653866,0.9998328402922951,1.294355061765682,1.463580382783975,1.6529245719798293,1.831307477001951
11,qfc_random_01,selected_tensor_train,10.0,0.07868584542352211,20.31346858058825,1.8440279728926519,0.23331784350096493,15295.500296793947,127,0.41633667190652357,0.3963864004966146,0.01995027140990896,0.7578125,0.7797003666623299,-0.5617910457064303,0.4255009455913075,0.9997545721640886,1.0004213328898417,1.8548886920701264
11,qfc_random_01,exact_initial_qfc,10.0,0.061780865814362915,73.60081949831591,5.889836987483407,0.05903104255315137,120.84946487740412,127,0.11488944628324987,0.11284779362914553,0.002041652654104345,0.8515625,1.0751110215211273,0.9995884528320454,0.9997781749282173,0.9999986227413449,1.0003023586955921,1.7088296245592254
11,qfc_random_01,new_trained_qfc,10.0,0.1964641596522363,84.877367571489,7.051689903811241,0.04836812495293235,54.81306170580685,127,0.08914679016931507,0.05732997865539577,0.031816811513919296,0.703125,1.084918917978764,0.9996585231552468,0.9998865817574539,1.0000885844484588,1.0475411045895902,1.5060721332014266
11,qfc_random_01,label_shuffled_qfc,0.1,0.05233715996522511,79.11986956579139,6.567611601502727,0.05347678792568596,69.10991380983891,127,0.09828893867796373,0.0997086205106823,-0.0014196818327185667,1.0,0.10065478371586681,-0.8282435047354229,-0.750699847499197,0.7340460204635112,0.9199489172831198,0.9999905437492318
23,qfc_all_to_all,frozen_trained_qfc,1.0,0.1861575763471897,96.13503914515321,9.942629686180041,0.03629695267569788,37.932304138141326,127,0.07829940393672814,0.05322329742550823,0.025076106511219914,0.8203125,0.9564574318392518,0.3751974530779781,0.9750759888096487,0.9999125604277699,1.0003296725929531,1.3778616992266168
23,qfc_all_to_all,selected_learned_classical,100.0,0.7354846747077914,6.319610372651999,1.2148500425678403,0.4974391729778648,80483.86174038233,127,0.7458647923859121,0.41743442332054975,0.3284303690653623,0.0625,2.2486611347221377,1.0003087651756426,1.854127954522998,2.3637790504439895,2.7003944413758942,3.0739291504798443
23,qfc_all_to_all,selected_tensor_train,10.0,0.2060493124000486,17.693022651724647,1.9375278804806157,0.23766567972314226,83920.08993470171,127,0.2899524136685155,0.19816800989107342,0.09178440377744207,0.609375,0.9903438362125374,-0.8653667122524563,0.7897662269005465,0.999941246098198,1.4979133123949304,2.1622554017314117
23,qfc_all_to_all,exact_initial_qfc,10.0,0.0686954788241935,81.69225743812532,5.718520678720002,0.055922083746133125,94.29178418874326,127,0.11130631637963807,0.10867110232381633,0.002635214055821747,0.8359375,1.0386313367385707,0.9996103052773603,0.9998112702155852,0.9999829038640613,1.0002529655077583,1.3304674408663735
23,qfc_all_to_all,new_trained_qfc,1.0,0.1861575763471897,96.13503914515321,9.942629686180041,0.03629695267569788,37.932304138141326,127,0.07829940393672814,0.05322329742550823,0.025076106511219914,0.8203125,0.9564574318392518,0.3751974530779781,0.9750759888096487,0.9999125604277699,1.0003296725929531,1.3778616992266168
23,qfc_all_to_all,label_shuffled_qfc,10.0,0.07656313663579041,83.08830210750402,7.223295380598445,0.04886801202865279,65.5330569966369,127,0.10713073617851662,0.10284961009619864,0.004281126082317982,0.875,1.035143763985762,0.9995789675217853,0.9997473885280534,0.9999827792764335,1.000227581500602,1.250785658127726
23,qfc_random_01,frozen_trained_qfc,1.0,0.20119779190769618,92.54359438664704,8.90870061831976,0.04001484388595685,48.60979066556744,127,0.07364840575765327,0.04304758525377402,0.03060082050387925,0.8203125,0.9669162975952366,0.6194517771482783,0.9493478780535959,0.9999064480407012,1.0001669625049554,1.2757359814670324
