metric,value
train_accuracy,0.8851851851851852
train_balanced_accuracy,0.8845426829268292
train_macro_f1,0.8847282092244977
train_macro_precision,0.8895089216782266
train_macro_recall,0.8845426829268292
train_brier,0.22974237719154106
train_ece_10,0.17199751194674126
train_nll,0.3920937631433695
train_roc_auc,0.960280487804878
val_accuracy,0.7888888888888889
val_balanced_accuracy,0.800757877941763
val_macro_f1,0.7870632998962297
val_macro_precision,0.7896180860403863
val_macro_recall,0.800757877941763
val_brier,0.321595304867927
val_ece_10,0.09935395871932365
val_nll,0.4976476834480738
val_roc_auc,0.8663171690694627
test_accuracy,0.7944444444444444
test_balanced_accuracy,0.7998376978057993
test_macro_f1,0.7942157953281423
test_macro_precision,0.7969459985780964
test_macro_recall,0.7998376978057993
test_brier,0.3330750727482031
test_ece_10,0.10089526054167035
test_nll,0.5102428421990017
test_roc_auc,0.8484971441056214
test_quantum_kernel_alignment,0.09009727181988379
test_quantum_kernel_effective_rank,94.77723739574095
test_quantum_kernel_trace,256.0
test_quantum_kernel_mean_offdiag,0.1022200807929039
test_quantum_kernel_sample_n,256.0
test_quantum_kernel_sample_class0_n,142.0
test_quantum_kernel_sample_class1_n,114.0
test_quantum_kernel_sampling_strategy,2.0
ood_accuracy,0.7555555555555555
ood_balanced_accuracy,0.7600796416127427
ood_macro_f1,0.7554876354542928
ood_macro_precision,0.7588235294117647
ood_macro_recall,0.7600796416127427
ood_brier,0.34300913262083726
ood_ece_10,0.08160266283353568
ood_nll,0.5214628654970147
ood_roc_auc,0.8438899950223991
ood_quantum_kernel_alignment,0.07915200363154526
ood_quantum_kernel_effective_rank,99.85768930261291
ood_quantum_kernel_trace,256.0
ood_quantum_kernel_mean_offdiag,0.09670606255531311
ood_quantum_kernel_sample_n,256.0
ood_quantum_kernel_sample_class0_n,139.0
ood_quantum_kernel_sample_class1_n,117.0
ood_quantum_kernel_sampling_strategy,2.0
ood_composition_accuracy,0.6444444444444445
ood_composition_balanced_accuracy,0.655
ood_composition_macro_f1,0.6442687747035574
ood_composition_macro_precision,0.6568825910931173
ood_composition_macro_recall,0.655
ood_composition_brier,0.42157322778519163
ood_composition_ece_10,0.04899768872688798
ood_composition_nll,0.6088633172737947
ood_composition_roc_auc,0.733875
ood_composition_quantum_kernel_alignment,0.057755548662022115
ood_composition_quantum_kernel_effective_rank,67.00754296413392
ood_composition_quantum_kernel_trace,180.00001525878906
ood_composition_quantum_kernel_mean_offdiag,0.11530812829732895
ood_composition_quantum_kernel_sample_n,180.0
ood_composition_quantum_kernel_sample_class0_n,100.0
ood_composition_quantum_kernel_sample_class1_n,80.0
ood_composition_quantum_kernel_sampling_strategy,2.0
ood_depth_accuracy,0.8666666666666667
ood_depth_balanced_accuracy,0.8668154761904763
ood_depth_macro_f1,0.8662538699690403
ood_depth_macro_precision,0.8659079663532905
ood_depth_macro_recall,0.8668154761904763
ood_depth_brier,0.2644450374564829
ood_depth_ece_10,0.1684123295223845
ood_depth_nll,0.43406241372023474
ood_depth_roc_auc,0.9265873015873016
ood_depth_quantum_kernel_alignment,0.13985345461369367
ood_depth_quantum_kernel_effective_rank,87.08748593059163
ood_depth_quantum_kernel_trace,180.00001525878906
ood_depth_quantum_kernel_mean_offdiag,0.09100262075662613
ood_depth_quantum_kernel_sample_n,180.0
ood_depth_quantum_kernel_sample_class0_n,96.0
ood_depth_quantum_kernel_sample_class1_n,84.0
ood_depth_quantum_kernel_sampling_strategy,2.0
model_n_qubits,6
model_n_layers,2
model_state_dim,64
model_data_reuploading,True
model_parameter_count,686
model_single_qubit_rotation_count_proxy,24
model_two_qubit_gate_count_proxy,12
model_depth_proxy,6
model_bare_statevector_memory_gb_per_sample_complex64,4.76837158203125e-07
model_primitive_role_encoding_active,True
elapsed_seconds,5.029306541007827
