split,local_index,y_true
ood,0,0
ood,1,1
ood,3,1
ood,4,0
ood,6,0
ood,9,0
ood,11,0
ood,12,0
ood,13,1
ood,14,0
ood,16,0
ood,17,1
ood,18,1
ood,19,0
ood,20,0
ood,21,1
ood,22,1
ood,23,1
ood,26,0
ood,29,0
ood,32,1
ood,33,0
ood,34,0
ood,35,1
ood,38,1
ood,39,0
ood,41,0
ood,42,1
ood,43,1
ood,44,0
ood,45,1
ood,49,0
ood,50,0
ood,51,0
ood,53,1
ood,54,0
ood,55,0
ood,56,1
ood,57,0
ood,59,1
ood,63,1
ood,64,0
ood,65,0
ood,66,1
ood,67,1
ood,68,0
ood,70,0
ood,71,0
ood,72,0
ood,73,1
ood,76,0
ood,77,0
ood,79,0
ood,80,0
ood,84,1
ood,86,0
ood,87,1
ood,88,1
ood,89,0
ood,90,0
ood,95,1
ood,96,1
ood,97,1
ood,100,1
ood,101,0
ood,102,1
ood,103,1
ood,104,0
ood,105,0
ood,108,0
ood,109,1
ood,110,0
ood,111,1
ood,112,1
ood,113,1
ood,115,0
ood,117,1
ood,118,1
ood,119,0
ood,122,0
ood,123,0
ood,124,0
ood,125,0
ood,126,1
ood,129,0
ood,131,0
ood,132,0
ood,133,1
ood,136,1
ood,137,0
ood,139,1
ood,140,0
ood,142,0
ood,143,0
ood,144,0
ood,145,0
ood,147,1
ood,148,0
ood,149,0
ood,152,0
ood,154,1
ood,155,0
ood,158,0
ood,160,1
ood,161,1
ood,162,0
ood,164,0
ood,165,0
ood,166,0
ood,167,1
ood,169,0
ood,170,1
ood,171,0
ood,172,1
ood,173,1
ood,176,0
ood,177,0
ood,178,0
ood,179,1
ood,180,1
ood,182,1
ood,183,1
ood,184,1
ood,185,0
ood,187,1
ood,188,0
ood,190,1
ood,191,1
ood,192,0
ood,193,0
ood,194,0
ood,195,1
ood,196,0
ood,199,1
ood,200,1
ood,201,1
ood,202,1
ood,203,0
ood,204,1
ood,206,0
ood,208,1
ood,209,0
ood,210,1
ood,211,1
ood,212,1
ood,213,0
ood,214,0
ood,215,0
ood,218,0
ood,220,1
ood,223,1
ood,224,0
ood,225,1
ood,227,0
ood,228,1
ood,229,1
ood,230,1
ood,231,1
ood,232,1
ood,233,1
ood,234,0
ood,235,1
ood,236,0
ood,238,0
ood,239,0
ood,241,0
ood,243,0
ood,245,0
ood,246,1
ood,247,0
ood,248,1
ood,249,0
ood,250,1
ood,251,0
ood,253,1
ood,254,0
ood,255,1
ood,256,1
ood,257,0
ood,258,0
ood,260,1
ood,261,0
ood,262,0
ood,263,1
ood,264,0
ood,265,1
ood,266,0
ood,268,1
ood,269,1
ood,270,1
ood,271,0
ood,272,1
ood,273,0
ood,274,0
ood,275,0
ood,276,0
ood,278,1
ood,280,0
ood,281,0
ood,282,0
ood,283,0
ood,285,1
ood,286,1
ood,287,1
ood,288,1
ood,289,1
ood,291,0
ood,293,1
ood,294,1
ood,295,1
ood,296,1
ood,299,0
ood,301,1
ood,302,1
ood,303,1
ood,305,0
ood,306,1
ood,307,1
ood,308,0
ood,310,1
ood,311,0
ood,313,1
ood,314,0
ood,315,1
ood,316,0
ood,317,0
ood,318,0
ood,319,0
ood,320,1
ood,321,1
ood,322,0
ood,323,0
ood,324,1
ood,325,0
ood,328,0
ood,330,0
ood,331,1
ood,332,0
ood,333,0
ood,334,0
ood,336,0
ood,337,0
ood,341,0
ood,342,1
ood,343,0
ood,347,1
ood,348,0
ood,349,1
ood,350,1
ood,351,1
ood,352,0
ood,354,0
ood,355,0
ood,356,0
ood,357,0
ood,359,1
