metric,value
train_accuracy,0.9938271604938271
train_balanced_accuracy,0.9936242107340174
train_macro_f1,0.9937551173344066
train_macro_precision,0.9938891596591997
train_macro_recall,0.9936242107340174
train_brier,0.04273705487642268
train_ece_10,0.09802383332588928
train_nll,0.11885446041895543
train_roc_auc,0.9998150157853196
val_accuracy,0.825925925925926
val_balanced_accuracy,0.8241254324784448
val_macro_f1,0.8246535214381451
val_macro_precision,0.83038513210927
val_macro_recall,0.8241254324784448
val_brier,0.27062739299795835
val_ece_10,0.039268771267192845
val_nll,0.42516927571466706
val_roc_auc,0.8936240320720523
test_accuracy,0.775
test_balanced_accuracy,0.7753117668848006
test_macro_f1,0.7749148983797887
test_macro_precision,0.7759676970203286
test_macro_recall,0.7753117668848006
test_brier,0.32994471199235814
test_ece_10,0.05784855440137893
test_nll,0.5241680673281693
test_roc_auc,0.8381281639708605
test_quantum_kernel_alignment,0.09455830926119452
test_quantum_kernel_effective_rank,143.84345359849883
test_quantum_kernel_trace,256.0
test_quantum_kernel_mean_offdiag,0.05228551849722862
test_quantum_kernel_sample_n,256.0
test_quantum_kernel_sample_class0_n,127.0
test_quantum_kernel_sample_class1_n,129.0
test_quantum_kernel_sampling_strategy,2.0
ood_accuracy,0.7138888888888889
ood_balanced_accuracy,0.7079613095238095
ood_macro_f1,0.7084882742788858
ood_macro_precision,0.7161709258483452
ood_macro_recall,0.7079613095238095
ood_brier,0.3915104455185549
ood_ece_10,0.0957894505908407
ood_nll,0.5822637962517763
ood_roc_auc,0.798921130952381
ood_quantum_kernel_alignment,0.08936748659131794
ood_quantum_kernel_effective_rank,141.0364061067832
ood_quantum_kernel_trace,256.0
ood_quantum_kernel_mean_offdiag,0.053909264504909515
ood_quantum_kernel_sample_n,256.0
ood_quantum_kernel_sample_class0_n,137.0
ood_quantum_kernel_sample_class1_n,119.0
ood_quantum_kernel_sampling_strategy,2.0
ood_composition_accuracy,0.65
ood_composition_balanced_accuracy,0.6351658050687177
ood_composition_macro_f1,0.6362469927826784
ood_composition_macro_precision,0.6407563025210083
ood_composition_macro_recall,0.6351658050687177
ood_composition_brier,0.4518467175158522
ood_composition_ece_10,0.15832293373929535
ood_composition_nll,0.6651959707517187
ood_composition_roc_auc,0.7381162526793594
ood_composition_quantum_kernel_alignment,0.0899470078248964
ood_composition_quantum_kernel_effective_rank,96.57994738794397
ood_composition_quantum_kernel_trace,180.00003051757812
ood_composition_quantum_kernel_mean_offdiag,0.06384766846895218
ood_composition_quantum_kernel_sample_n,180.0
ood_composition_quantum_kernel_sample_class0_n,103.0
ood_composition_quantum_kernel_sample_class1_n,77.0
ood_composition_quantum_kernel_sampling_strategy,2.0
ood_depth_accuracy,0.7777777777777778
ood_depth_balanced_accuracy,0.7787381158167674
ood_depth_macro_f1,0.776425288784002
ood_depth_macro_precision,0.7866666666666666
ood_depth_macro_recall,0.7787381158167674
ood_depth_brier,0.33117417352125766
ood_depth_ece_10,0.08305673540102011
ood_depth_nll,0.4993316217518339
ood_depth_roc_auc,0.8536856402024942
ood_depth_quantum_kernel_alignment,0.11646941460895519
ood_depth_quantum_kernel_effective_rank,114.6722059124789
ood_depth_quantum_kernel_trace,180.00003051757812
ood_depth_quantum_kernel_mean_offdiag,0.05253966897726059
ood_depth_quantum_kernel_sample_n,180.0
ood_depth_quantum_kernel_sample_class0_n,89.0
ood_depth_quantum_kernel_sample_class1_n,91.0
ood_depth_quantum_kernel_sampling_strategy,2.0
model_n_qubits,6
model_n_layers,2
model_state_dim,64
model_data_reuploading,True
model_parameter_count,686
model_single_qubit_rotation_count_proxy,24
model_two_qubit_gate_count_proxy,8
model_depth_proxy,6
model_bare_statevector_memory_gb_per_sample_complex64,4.76837158203125e-07
model_primitive_role_encoding_active,True
elapsed_seconds,7.862157833005767
