metric,value
train_accuracy,0.7
train_balanced_accuracy,0.6998463189735084
train_macro_f1,0.6998677972769594
train_macro_precision,0.6999084947384475
train_macro_recall,0.6998463189735084
train_brier,0.4126996599030186
train_ece_10,0.055577874258264846
train_nll,0.6019681681781672
train_roc_auc,0.747005659364785
val_accuracy,0.6777777777777778
val_balanced_accuracy,0.6790674603174602
val_macro_f1,0.677561049264938
val_macro_precision,0.678310740354536
val_macro_recall,0.6790674603174602
val_brier,0.4328080036500352
val_ece_10,0.05468955646751177
val_nll,0.6250395435462031
val_roc_auc,0.7158289241622575
test_accuracy,0.6666666666666666
test_balanced_accuracy,0.6673359073359073
test_macro_f1,0.6666563782832804
test_macro_precision,0.6674600476028563
test_macro_recall,0.6673359073359073
test_brier,0.44282857777641516
test_ece_10,0.04976521218759855
test_nll,0.6359696009095066
test_roc_auc,0.6999536679536679
ood_accuracy,0.6805555555555556
ood_balanced_accuracy,0.6710713270815573
ood_macro_f1,0.6717385960878218
ood_macro_precision,0.672679755226925
ood_macro_recall,0.6710713270815573
ood_brier,0.46297731295536754
ood_ece_10,0.09896956464968225
ood_nll,0.6682110125878067
ood_roc_auc,0.6937892709418712
ood_composition_accuracy,0.5722222222222222
ood_composition_balanced_accuracy,0.5613207547169812
ood_composition_macro_f1,0.560822586266992
ood_composition_macro_precision,0.5606480897743034
ood_composition_macro_recall,0.5613207547169812
ood_composition_brier,0.5750325225465129
ood_composition_ece_10,0.14666235185934637
ood_composition_nll,0.8006578287914673
ood_composition_roc_auc,0.5472972972972974
ood_depth_accuracy,0.7888888888888889
ood_depth_balanced_accuracy,0.7801729540042612
ood_depth_macro_f1,0.7828571428571429
ood_depth_macro_precision,0.7888616100271353
ood_depth_macro_recall,0.7801729540042612
ood_depth_brier,0.3509221033642221
ood_depth_ece_10,0.14508344314456395
ood_depth_nll,0.5357641963841462
ood_depth_roc_auc,0.8469733049254293
model_parameter_count,100.0
elapsed_seconds,0.49756820799666457
