metric,value
train_accuracy,1.0
train_balanced_accuracy,1.0
train_macro_f1,1.0
train_macro_precision,1.0
train_macro_recall,1.0
train_brier,0.04065176323161199
train_ece_10,0.1268469140144111
train_nll,0.13852349104208547
train_roc_auc,1.0
val_accuracy,0.7777777777777778
val_balanced_accuracy,0.7781620553359684
val_macro_f1,0.7777777777777778
val_macro_precision,0.7781620553359684
val_macro_recall,0.7781620553359684
val_brier,0.31656385212724863
val_ece_10,0.09164444497528454
val_nll,0.4901713233528563
val_roc_auc,0.8684672815107597
test_accuracy,0.7888888888888889
test_balanced_accuracy,0.788986294604272
test_macro_f1,0.7888888888888889
test_macro_precision,0.788986294604272
test_macro_recall,0.788986294604272
test_brier,0.3106448671648598
test_ece_10,0.09958333329622536
test_nll,0.48137495186103696
test_roc_auc,0.8757408322015063
ood_accuracy,0.7388888888888889
ood_balanced_accuracy,0.7402936784469886
ood_macro_f1,0.7382344750765804
ood_macro_precision,0.7384244968514632
ood_macro_recall,0.7402936784469886
ood_brier,0.3708543772660044
ood_ece_10,0.0630722227673564
ood_nll,0.5515399243880986
ood_roc_auc,0.8023114733698358
ood_composition_accuracy,0.5944444444444444
ood_composition_balanced_accuracy,0.5994433198380567
ood_composition_macro_f1,0.5929241921992627
ood_composition_macro_precision,0.5971449758991472
ood_composition_macro_recall,0.5994433198380567
ood_composition_brier,0.5031038659646168
ood_composition_ece_10,0.044766666041811246
ood_composition_nll,0.703832299152215
ood_composition_roc_auc,0.6070976720647774
ood_depth_accuracy,0.8833333333333333
ood_depth_balanced_accuracy,0.8829051383399209
ood_depth_macro_f1,0.883156625761182
ood_depth_macro_precision,0.8839009287925697
ood_depth_macro_recall,0.8829051383399209
ood_depth_brier,0.2386048885673921
ood_depth_ece_10,0.17091111157652406
ood_depth_nll,0.39924754962398246
ood_depth_roc_auc,0.9524456521739131
model_parameter_count,0
model_sklearn_baseline,True
model_direct_label_evaluation,True
model_input_dim,49
elapsed_seconds,1.32424474999425
