split,local_index,y_true
ood,0,1
ood,1,1
ood,4,1
ood,5,0
ood,8,0
ood,9,1
ood,10,0
ood,12,0
ood,15,1
ood,16,1
ood,17,0
ood,18,1
ood,19,0
ood,22,1
ood,23,1
ood,24,0
ood,25,0
ood,28,1
ood,29,1
ood,30,1
ood,31,1
ood,32,1
ood,33,0
ood,34,0
ood,35,0
ood,36,0
ood,38,0
ood,39,0
ood,40,0
ood,42,0
ood,44,0
ood,45,0
ood,46,0
ood,47,0
ood,52,1
ood,53,1
ood,54,0
ood,55,0
ood,56,0
ood,57,0
ood,58,0
ood,61,0
ood,64,1
ood,67,1
ood,68,0
ood,69,0
ood,70,1
ood,71,0
ood,73,1
ood,74,0
ood,75,1
ood,76,0
ood,77,0
ood,78,0
ood,79,1
ood,80,0
ood,81,0
ood,82,1
ood,83,1
ood,85,1
ood,88,0
ood,89,1
ood,90,1
ood,91,1
ood,94,0
ood,95,0
ood,96,0
ood,97,1
ood,98,1
ood,102,1
ood,103,1
ood,104,1
ood,106,0
ood,108,1
ood,109,1
ood,110,1
ood,111,1
ood,113,0
ood,114,0
ood,115,0
ood,116,0
ood,118,0
ood,119,0
ood,122,1
ood,123,0
ood,124,1
ood,126,0
ood,127,0
ood,129,0
ood,130,0
ood,132,0
ood,133,1
ood,134,0
ood,135,1
ood,137,0
ood,138,0
ood,140,0
ood,141,1
ood,142,0
ood,143,0
ood,146,1
ood,147,0
ood,149,0
ood,150,1
ood,151,0
ood,154,0
ood,155,0
ood,156,1
ood,157,1
ood,158,1
ood,159,1
ood,160,0
ood,162,1
ood,164,0
ood,165,1
ood,166,0
ood,167,0
ood,168,0
ood,169,0
ood,170,0
ood,171,1
ood,172,0
ood,173,1
ood,174,0
ood,175,0
ood,176,1
ood,179,0
ood,180,0
ood,181,0
ood,182,1
ood,183,1
ood,184,1
ood,185,0
ood,186,0
ood,188,0
ood,191,0
ood,192,1
ood,194,0
ood,196,0
ood,197,0
ood,198,1
ood,200,1
ood,201,1
ood,202,0
ood,203,1
ood,204,1
ood,207,1
ood,208,1
ood,210,0
ood,214,0
ood,216,0
ood,217,0
ood,219,0
ood,220,0
ood,221,0
ood,222,0
ood,223,1
ood,224,0
ood,225,1
ood,226,0
ood,227,0
ood,228,1
ood,229,0
ood,230,0
ood,231,0
ood,232,0
ood,235,1
ood,236,0
ood,237,0
ood,240,0
ood,241,0
ood,242,1
ood,243,1
ood,244,0
ood,245,0
ood,246,1
ood,250,1
ood,252,0
ood,253,1
ood,254,1
ood,255,0
ood,256,1
ood,257,1
ood,258,0
ood,259,1
ood,260,0
ood,261,0
ood,264,1
ood,265,0
ood,269,1
ood,270,1
ood,271,0
ood,272,1
ood,273,0
ood,274,1
ood,275,0
ood,276,1
ood,278,1
ood,279,0
ood,280,1
ood,282,1
ood,283,1
ood,284,1
ood,285,1
ood,286,0
ood,287,1
ood,288,1
ood,289,1
ood,290,0
ood,292,1
ood,293,1
ood,295,0
ood,297,1
ood,298,0
ood,299,0
ood,300,0
ood,301,0
ood,302,0
ood,306,0
ood,307,1
ood,308,1
ood,309,0
ood,312,0
ood,313,0
ood,314,1
ood,315,0
ood,319,0
ood,320,1
ood,322,0
ood,324,0
ood,325,1
ood,327,0
ood,328,0
ood,329,1
ood,330,0
ood,333,0
ood,334,1
ood,335,0
ood,337,1
ood,338,0
ood,339,0
ood,341,1
ood,342,0
ood,344,1
ood,345,0
ood,346,1
ood,347,0
ood,349,0
ood,350,0
ood,351,1
ood,352,0
ood,355,1
ood,356,1
ood,357,0
ood,358,0
ood,359,0
