epoch,train_loss,gradient_norm,val_accuracy,val_balanced_accuracy,val_macro_f1,val_macro_precision,val_macro_recall,val_brier,val_ece_10,val_nll,val_roc_auc
1,0.6932332091861301,0.15805074402050276,0.5296296296296297,0.5163655335273766,0.4013094718463553,0.5831473214285714,0.5163655335273766,0.49513968072323417,0.026042031262558628,0.6882286116646705,0.5662035257290352
2,0.6864167404763493,0.15598236921189151,0.5296296296296297,0.5154868471634906,0.378928112151564,0.678030303030303,0.5154868471634906,0.4962308791455492,0.031639653006094594,0.6893098398048599,0.5690043385139217
3,0.6835330487769327,0.17414392127311776,0.5185185185185185,0.5040364654841013,0.35482685096684063,0.5917602996254682,0.5040364654841013,0.4982076362904542,0.06913357512593832,0.6912931159774571,0.5694436816958647
4,0.6811684237586128,0.22619065356908014,0.5222222222222223,0.507853259377231,0.36296296296296293,0.6343984962406015,0.507853259377231,0.4980120281212304,0.045658741441877,0.6911032886126768,0.5664231973200066
5,0.6783670272356198,0.1857227501083543,0.5222222222222223,0.5085122741501455,0.3808990561510158,0.5596153846153846,0.5085122741501455,0.4965883543649171,0.041558839072309034,0.6896787573089043,0.5671371299906639
6,0.6758994685278998,0.21021129314806652,0.5296296296296297,0.5161458619364051,0.3959944337778091,0.5949612403100775,0.5161458619364051,0.49597046931421634,0.02788370524470139,0.6890594876628208,0.5691141743094075
7,0.6735291651737543,0.20726455254960333,0.5296296296296297,0.5163655335273766,0.4013094718463553,0.5831473214285714,0.5163655335273766,0.4958583070635322,0.023290163325466358,0.6889460079621825,0.5700477785710363
8,0.6709643627390449,0.17529211354083976,0.5407407407407407,0.5280355867977374,0.4276923076923077,0.6070455022017194,0.5280355867977374,0.4958649825163779,0.011759856213542265,0.6889595185994687,0.5663682794222638
9,0.6682011018564672,0.14230430191088464,0.5370370370370371,0.5237794497226645,0.41073766914011345,0.6208147321428572,0.5237794497226645,0.4969834829298919,0.02181269632173133,0.6900902410190838,0.5649404140809491
10,0.6650738025888985,0.25956376124833597,0.5333333333333333,0.5201823274205063,0.4085946735275711,0.596078431372549,0.5201823274205063,0.49745930463961013,0.028249379420977817,0.6905804494003412,0.5631281234554342
11,0.6611532030282197,0.17944077077668738,0.5370370370370371,0.5246581360865507,0.4300045599635203,0.5822947214076246,0.5246581360865507,0.49673212748756124,0.01993525409914456,0.6898611436449363,0.562743698171234
12,0.6571764734056261,0.1640676409826968,0.5444444444444444,0.5327310670547531,0.4517902243351657,0.5879574970484062,0.5327310670547531,0.49702395604472827,0.011284784069877438,0.6901703005835328,0.5573068262946894
13,0.6528874235388673,0.2088529258469171,0.5407407407407407,0.5293536163435664,0.45326278659611996,0.5721419894722635,0.5293536163435664,0.4977770302719307,0.020981890856500696,0.6909450236663667,0.5542314240210885
14,0.6479081358438656,0.22902352760129036,0.5407407407407407,0.5291339447525949,0.4493421052631579,0.5759049935613106,0.5291339447525949,0.49993638210543767,0.021770897375964545,0.6931620681524335,0.5454171014333571
15,0.6424655188748866,0.2044857194840212,0.5444444444444444,0.5329507386457246,0.4557432930726495,0.5833333333333333,0.5329507386457246,0.5011856042923808,0.021040698127985254,0.6944485791410596,0.5420396507221704
16,0.6367409020294378,0.26447730911841244,0.5444444444444444,0.5329507386457246,0.4557432930726495,0.5833333333333333,0.5329507386457246,0.5032060562671344,0.02691624797433468,0.696541401392548,0.5336372123675106
17,0.6311190188666921,0.22796143879017117,0.5370370370370371,0.5257564940414081,0.45078192380921384,0.5615808823529411,0.5257564940414081,0.5058263395021461,0.04051689404718106,0.6992762507090302,0.5307265637871382
18,0.6246210068832209,0.26559976655110307,0.5407407407407407,0.5304519742984238,0.47105662285136496,0.5590584726807967,0.5304519742984238,0.5066498061885153,0.03275101943947227,0.700122969679834,0.5263331319677083
19,0.618399844934911,0.37121627140606184,0.5333333333333333,0.5241364160579933,0.47786850021486893,0.5393499865699705,0.5241364160579933,0.5063205713735609,0.03714769156574124,0.6997624548377339,0.524685595035422
20,0.6120183847568653,0.25439845516535253,0.5296296296296297,0.520099950573892,0.46935111963973447,0.5343468468468469,0.520099950573892,0.5089333132824235,0.0457608918777949,0.7024888154980722,0.5194134768521061
21,0.6053510586420695,0.27399711961591167,0.5222222222222223,0.5135647207424899,0.4723606671615337,0.5206108144192256,0.5135647207424899,0.510269400831296,0.054340249820600386,0.703845893275469,0.5139216870778186
22,0.5993762097240966,0.3106799249036569,0.5111111111111111,0.5029930254269867,0.4665948275862069,0.5042748450858892,0.5029930254269867,0.510567722368081,0.06656123969145994,0.7040819706578001,0.5134823438958757
23,0.5931775530179342,0.30460631783267705,0.5074074074074074,0.5002745894887144,0.47298903711530843,0.5003571428571428,0.5002745894887144,0.5101818705811666,0.07130240154263284,0.7035993159380121,0.5157888956010763
24,0.5869351242795403,0.38645967408988163,0.5074074074074074,0.5004942610796859,0.4750844162488489,0.5006313131313131,0.5004942610796859,0.5113024452818634,0.07360217104253576,0.7047516429754211,0.5151298808281619
25,0.5810569657219781,0.2989569169528874,0.5148148148148148,0.5083475204569169,0.4868781825303564,0.5103092783505154,0.5083475204569169,0.5124264221734399,0.0676654424999412,0.7058957501733515,0.5138118512823329
26,0.574862426445808,0.3478498892930941,0.5,0.4926410017024548,0.46285680602425616,0.4902446126965638,0.4926410017024548,0.5151844108450657,0.08725412597712344,0.7088382967252724,0.5121093964523038
27,0.5688625198823435,0.3652044899083546,0.4962962962962963,0.48926355099126806,0.46218290468100065,0.4861632104182886,0.48926355099126806,0.5158926331575864,0.09485887144084551,0.7097694118350201,0.516777417760448
