metric,value
train_accuracy,0.9962962962962963
train_balanced_accuracy,0.9963829459750655
train_macro_f1,0.9962607273270048
train_macro_precision,0.9961416334367155
train_macro_recall,0.9963829459750655
train_brier,0.0827312685452352
train_ece_10,0.1885627751572741
train_nll,0.22067738660227643
train_roc_auc,0.9998830229336617
val_accuracy,0.725925925925926
val_balanced_accuracy,0.7245867428194849
val_macro_f1,0.7247023809523809
val_macro_precision,0.726828997725886
val_macro_recall,0.7245867428194849
val_brier,0.37408122197587734
val_ece_10,0.033067492984098466
val_nll,0.5583395375129869
val_roc_auc,0.7913669064748201
test_accuracy,0.7222222222222222
test_balanced_accuracy,0.7227007502083912
test_macro_f1,0.7221450402889692
test_macro_precision,0.723196881091618
test_macro_recall,0.7227007502083912
test_brier,0.39216082230490046
test_ece_10,0.04182835265699459
test_nll,0.5785576170306704
test_roc_auc,0.7719736963971473
ood_accuracy,0.6055555555555555
ood_balanced_accuracy,0.6063962170233947
ood_macro_f1,0.6047748639287482
ood_macro_precision,0.6055555555555556
ood_macro_recall,0.6063962170233947
ood_brier,0.49525889124497263
ood_ece_10,0.10337923860307997
ood_nll,0.7094388390156994
ood_roc_auc,0.6359507217521155
ood_composition_accuracy,0.45
ood_composition_balanced_accuracy,0.4409090909090909
ood_composition_macro_f1,0.43918174665617626
ood_composition_macro_precision,0.44365325077399376
ood_composition_macro_recall,0.4409090909090909
ood_composition_brier,0.6330113694969515
ood_composition_ece_10,0.22073176493035848
ood_composition_nll,0.8795102982383058
ood_composition_roc_auc,0.45402597402597406
ood_depth_accuracy,0.7611111111111111
ood_depth_balanced_accuracy,0.7603908955962395
ood_depth_macro_f1,0.7605123920913395
ood_depth_macro_precision,0.7606811145510836
ood_depth_macro_recall,0.7603908955962395
ood_depth_brier,0.3575064129929937
ood_depth_ece_10,0.11216007280685422
ood_depth_nll,0.5393673797930931
ood_depth_roc_auc,0.8348589807026224
model_parameter_count,0
model_sklearn_baseline,True
model_direct_label_evaluation,True
model_input_dim,49
elapsed_seconds,0.6639775829971768
